Date;;Returns
20110926;84,715;-0,028858641
20110927;84,691;3,032258087
20110928;87,298;-3,157408525
20110929;84,585;0,13477091
20110930;84,699;-1,151384206
20111003;83,729;-1,02705456
20111004;82,874;-1,905764874
20111005;81,309;2,903620933
20111006;83,705;2,878448752
20111007;86,149;0,141770261
20111010;86,272;2,858268403
20111011;88,773;1,620574432
20111012;90,223;0,847853204
20111013;90,992;0,210844832
20111014;91,184;2,736927372
20111017;93,714;-1,861648261
20111018;91,985;0,894678599
20111019;92,812;-2,514480658
20111020;90,507;1,256033015
20111021;91,651;-0,182381958
20111024;91,484;1,710371544
20111025;93,062;-0,476683908
20111026;92,620;-1,828736766
20111027;90,942;2,869104894
20111028;93,589;-1,955105295
20111031;91,777;-0,318950469
20111101;91,484;-0,018256504
20111102;91,468;-0,182748589
20111103;91,301;1,353520232
20111104;92,545;1,023348248
20111107;93,497;2,286772494
20111108;95,659;0,383342515
20111109;96,027;-2,20257572
20111110;93,935;1,045165618
20111111;94,922;0,354830497
20111114;95,259;-1,471861012
20111115;93,867;0,805517647
20111116;94,627;-0,267785575
20111117;94,373;-3,326067612
20111118;91,286;-0,611736081
20111121;90,729;-0,634212161
20111122;90,156;1,991636393
20111123;91,969;-1,860734084
20111124;90,274;0,707637962
20111125;90,915;-1,28865356
20111128;89,751;2,414230532
20111129;91,944;1,655938121
20111130;93,479;-0,271076338
20111201;93,226;-1,394036515
20111202;91,936;0,867862753
20111205;92,737;-0,118316282
20111206;92,627;0,906542334
20111207;93,471;-1,161853861
20111208;92,391;-1,304925703
20111209;91,193;0,47063253
20111212;91,624;-1,259975905
20111213;90,476;2,06687557
20111214;92,366;-4,52896973
20111215;88,276;-0,625453085
20111216;87,726;-0,24160437
20111219;87,514;0,280206957
20111220;87,759;2,937892523
20111221;90,376;0,914014944
20111222;91,206;0,16697592
20111223;91,358;0,064859859
20111227;91,417;1,206109543
20111228;92,527;-1,577305218
20111229;91,079;0,417498403
20111230;91,460;-0,584987044
20120103;90,926;4,328496748
20120104;94,949;1,390448828
20120105;96,278;-0,84791181
20120106;95,465;0,283436859
20120109;95,736;-0,540997284
20120110;95,220;0,735395154
20120111;95,922;-0,799933161
20120112;95,158;-0,90538918
20120113;94,300;-0,632341764
20120116;93,706;0,893145005
20120117;94,547;0,170503025
20120118;94,708;-0,783117554
20120119;93,969;0,801048341
20120120;94,725;-1,526609296
20120123;93,290;0,6532413
20120124;93,901;-0,498618503
20120125;93,434;-0,200145627
20120126;93,247;0,888491792
20120127;94,080;0,602926461
20120130;94,649;-0,639037322
20120131;94,046;0,207459597
20120201;94,241;0,521255786
20120202;94,733;0,45611133
20120203;95,167;2,214959292
20120206;97,298;1,17132917
20120207;98,444;0,258442597
20120208;98,699;0,714196556
20120209;99,407;1,201701937
20120210;100,608;-1,098865353
20120213;99,509;0,546682834
20120214;100,054;-0,034080259
20120215;100,020;1,337416244
20120216;101,367;0,987290483
20120217;102,373;-0,442238611
20120220;101,921;0,392271921
20120221;102,321;1,332194623
20120222;103,694;1,014074768
20120223;104,751;0,584132766
20120224;105,364;1,485434194
20120227;106,941;-1,041509174
20120228;105,833;-2,132589367
20120229;103,600;0,909059944
20120301;104,546;2,845164991
20120302;107,563;-2,041295614
20120305;105,390;0,121236628
20120306;105,518;-1,481026338
20120307;103,966;1,739174271
20120308;105,790;1,057871702
20120309;106,916;0,429560759
20120312;107,376;-0,50931194
20120313;106,830;0,699637136
20120314;107,580;-0,87113438
20120315;106,647;-1,602105632
20120316;104,952;2,584580886
20120319;107,700;-0,079516544
20120320;107,615;-1,272882735
20120321;106,253;0,064432992
20120322;106,322;-0,857125002
20120323;105,415;1,603127739
20120326;107,118;0,414706711
20120327;107,563;-0,08758311
20120328;107,469;-1,105337645
20120329;106,288;-1,435838904
20120330;104,772;0,399560201
20120402;105,192;2,053956464
20120403;107,375;-0,45547244
20120404;106,887;-2,038905582
20120405;104,730;0,887013994
20120409;105,663;-0,617637071
20120410;105,012;-2,30065806
20120411;102,624;0,309145085
20120412;102,942;1,367103607
20120413;104,359;-0,255427981
20120416;104,092;-2,109378306
20120417;101,920;0,084224717
20120418;102,005;-0,684268773
20120419;101,310;0,025426961
20120420;101,336;0,642002543
20120423;101,988;-0,042110583
20120424;101,945;-0,464390584
20120425;101,473;0,809175015
20120426;102,297;0,669346542
20120427;102,984;-0,07507821
20120430;102,907;-0,300877787
20120501;102,598;0,158909413
20120502;102,761;-1,227628299
20120503;101,507;-1,80984964
20120504;99,687;-2,530013686
20120507;97,196;-0,017672528
20120508;97,179;-0,380716738
20120509;96,810;0,416058671
20120510;97,213;-0,416058671
20120511;96,810;-0,417796954
20120514;96,406;-0,616541291
20120515;95,814;0,598723919
20120516;96,389;-1,537100788
20120517;94,919;-2,080723197
20120518;92,964;-0,326142953
20120521;92,661;1,546685151
20120522;94,106;-0,368290629
20120523;93,760;-2,664082404
20120524;91,295;0,933484691
20120525;92,151;0,262442741
20120528;92,393;0,261755782
20120529;92,636;-0,402264446
20120530;92,264;-3,05519837
20120531;89,487;-1,558422501
20120601;88,104;-3,435185496
20120604;85,129;0,425791398
20120605;85,492;-0,01011685
20120606;85,483;1,804741183
20120607;87,040;-0,707985208
20120608;86,426;-0,461384971
20120611;86,028;-1,488861249
20120612;84,757;-0,881424175
20120613;84,013;-0,258144601
20120614;83,796;0,464181554
20120615;84,186;0,451792534
20120618;84,567;-1,611105797
20120619;83,216;-0,302382796
20120620;82,965;-3,258446936
20120621;80,305;-3,804328598
20120622;77,307;1,942239623
20120625;78,823;0,032968845
20120626;78,849;2,184513321
20120627;80,591;0,51469125
20120628;81,007;-2,315369039
20120629;79,152;6,811683113
20120702;84,732;-0,471457264
20120703;84,333;3,373716586
20120704;87,227;-0,907963334
20120705;86,439;0,92782628
20120706;87,244;-2,524142254
20120709;85,070;2,14606997
20120710;86,915;-2,370376753
20120711;84,879;2,149530191
20120712;86,723;0,590090226
20120713;87,237;1,130403708
20120716;88,228;1,904447421
20120717;89,925;0,607611456
20120718;90,473;1,109210072
20120719;91,482;2,479465861
20120720;93,779;-0,903887252
20120723;92,935;-3,398870651
20120724;89,829;0,154828752
20120725;89,968;0,923971925
20120726;90,803;0,839539371
20120727;91,569;1,14297754
20120730;92,622;-0,253914652
20120731;92,387;-1,212595381
20120801;91,273;0,986350941
20120802;92,178;-0,05664118
20120803;92,126;2,830201935
20120806;94,770;0,558379409
20120807;95,301;2,211780525
20120808;97,432;0,12492194
20120809;97,554;0,958473791
20120810;98,494;-0,238758569
20120813;98,259;0,573826337
20120814;98,824;0,377806538
20120815;99,198;1,907679507
20120816;101,109;0,836314658
20120817;101,958;-1,362585498
20120820;100,578;-0,008794688
20120821;100,569;0,823338276
20120822;101,401;0,235242975
20120823;101,640;0,086986783
20120824;101,728;-1,242360686
20120827;100,472;-1,177786473
20120828;99,296;0,284647052
20120829;99,579;-0,035536603
20120830;99,543;0,097695287
20120831;99,641;1,690032303
20120903;101,339;1,050584875
20120904;102,409;-1,391568811
20120905;100,994;-0,959218865
20120906;100,030;0,353076543
20120907;100,384;0,667430246
20120910;101,056;0,488955833
20120911;101,551;0,512576597
20120912;102,073;0,486745855
20120913;102,571;0,475758866
20120914;103,060;0,670854842
20120917;103,754;-2,490907696
20120918;101,201;-1,55879518
20120919;99,636;-3,487775187
20120920;96,221;1,686411518
20120921;97,857;1,255378871
20120924;99,094;-1,455524498
20120925;97,662;0,581133026
20120926;98,231;-0,371899381
20120927;97,866;1,774421697
20120928;99,618;0,338681251
20121001;99,956;-0,178110297
20121002;99,778;-0,554166595
20121003;99,227;-3,094813296
20121004;96,203;3,996001639
20121005;100,125;-0,498665325
20121008;99,627;-0,178699118
20121009;99,449;2,36843874
20121010;101,833;-0,203009911
20121011;101,626;1,31661693
20121012;102,973;-0,937411043
20121015;102,012;0,692954836
20121016;102,722;-0,350263055
20121017;102,363;-0,686561979
20121018;101,662;-0,709097103
20121019;100,944;-2,048957374
20121022;98,897;-0,637582996
20121023;98,268;-1,093308699
20121024;97,200;-0,370199405
20121025;96,840;0,591663
20121026;97,415;0,972306321
20121029;98,367;-0,100461217
20121030;98,268;-0,32948959
20121031;97,945;-0,348976385
20121101;97,604;-0,488773048
20121102;97,128;-2,328840343
20121105;94,892;1,921243669
20121106;96,733;3,053253627
20121107;99,732;-3,901545827
20121108;95,916;0,40173829
20121109;96,302;1,984833218
20121112;98,232;-0,302101205
20121113;97,936;-0,745413657
20121114;97,209;1,056445744
20121115;98,241;-0,434200876
20121116;97,815;0,866524596
20121119;98,667;2,492764468
20121120;101,157;-1,688299027
20121121;99,464;0,933442819
20121122;100,396;-0,280023669
20121123;100,116;0,747987086
20121126;100,867;-0,413855741
20121127;100,451;-0,951137203
20121128;99,500;-0,328197943
20121129;99,174;1,134982902
20121130;100,306;0,42344313
20121203;100,731;-0,279090886
20121204;100,451;-0,978445929
20121205;99,473;-0,94215195
20121206;98,540;-1,649407297
20121207;96,928;-0,009343611
20121210;96,919;0,289246761
20121211;97,200;0,631561494
20121212;97,815;1,238896196
20121213;99,035;-1,454706742
20121214;97,604;1,60271787
20121217;99,181;-0,500418058
20121218;98,686;1,108658806
20121219;99,787;1,386883543
20121220;101,180;-0,145085263
20121221;101,033;-1,122428173
20121224;99,906;-0,156128057
20121226;99,750;2,064929876
20121227;101,831;-0,243385887
20121228;101,583;-0,162586975
20121231;101,418;0,441979703
20130102;101,868;1,216581782
20130103;103,115;-0,293842872
20130104;102,812;-0,742898919
20130107;102,051;0,080822599
20130108;102,134;0,483568597
20130109;102,629;-0,160929851
20130110;102,464;0,116253087
20130111;102,583;-1,123455846
20130114;101,437;1,114518098
20130115;102,574;-1,422294207
20130116;101,125;0,045597557
20130117;101,171;1,286366139
20130118;102,481;0,708554917
20130121;103,210;-0,161001824
20130122;103,044;0,633562999
20130123;103,699;0,337448149
20130124;104,049;0,424629088
20130125;104,492;0
20130128;104,492;0,176398
20130129;104,676;0,772475751
20130130;105,488;0,47108174
20130131;105,986;0,564115187
20130201;106,586;1,041720927
20130204;107,702;-0,998458975
20130205;106,632;0,792697585
20130206;107,481;0,180064357
20130207;107,674;0,435954018
20130208;108,145;1,405968785
20130211;109,676;-0,649709074
20130212;108,966;0,447654787
20130213;109,455;0,110342497
20130214;109,575;0,10174666
20130215;109,687;-0,288551503
20130218;109,371;-0,238257431
20130219;109,111;0,119199674
20130220;109,241;-1,647257563
20130221;107,456;-1,806883706
20130222;105,532;0,500813769
20130225;106,062;0,297541131
20130226;106,378;-1,523251993
20130227;104,770;-0,74806654
20130228;103,989;-0,43897047
20130301;103,533;-0,883764432
20130304;102,622;-0,281192076
20130305;102,334;1,371243859
20130306;103,747;-0,494005585
20130307;103,236;0,08100446
20130308;103,319;-0,270270435
20130311;103,041;-0,569956761
20130312;102,455;-0,518489359
20130313;101,925;-0,910476699
20130314;101,001;0,662985854
20130315;101,673;0,786181945
20130318;102,476;-0,282679256
20130319;102,186;-1,89902462
20130320;100,264;1,175014675
20130321;101,449;-1,156403099
20130322;100,283;0,176637428
20130325;100,460;0,472595051
20130326;100,936;1,094112877
20130327;102,046;0,301301301
20130328;102,354;0,300396202
20130401;102,662;0,958849499
20130402;103,651;-0,351716104
20130403;103,288;-3,287715762
20130404;99,947;-0,72148357
20130405;99,228;-2,109742795
20130408;97,157;0,517292082
20130409;97,661;1,488955385
20130410;99,126;-0,349172251
20130411;98,780;-1,332337942
20130412;97,473;-1,292082386
20130415;96,222;-2,366683841
20130416;93,971;-0,71806432
20130417;93,299;-2,247058108
20130418;91,226;1,463292038
20130419;92,570;0,523192661
20130422;93,056;0,739855404
20130423;93,747;-0,079720981
20130424;93,672;1,405685391
20130425;94,998;1,637942439
20130426;96,567;-0,242048818
20130429;96,334;0,628112419
20130430;96,941;-1,396860427
20130501;95,596;-2,392363999
20130502;93,336;2,860155515
20130503;96,044;1,294453933
20130506;97,295;1,211557868
20130507;98,481;-1,010205865
20130508;97,492;-0,057487785
20130509;97,436;0,124515126
20130510;97,557;-0,537480898
20130513;97,034;-1,054525324
20130514;96,016;-0,214195389
20130515;95,811;0,961125791
20130516;96,736;0,270166123
20130517;96,998;0,825261377
20130520;97,802;0,152788418
20130521;97,951;-0,852863202
20130522;97,119;-1,268720713
20130523;95,895;-0,156067141
20130524;95,745;0,195045898
20130527;95,932;-0,019487479
20130528;95,914;1,556715024
20130529;97,418;-1,74203573
20130530;95,736;-0,234581282
20130531;95,512;-1,777122492
20130603;93,829;1,649827493
20130604;95,390;1,149549921
20130605;96,493;-0,193911249
20130606;96,306;0,551658791
20130607;96,839;0,912721905
20130610;97,727;-0,585105501
20130611;97,157;-0,956945102
20130612;96,231;0,571347121
20130613;96,783;1,333289138
20130614;98,082;0,929445234
20130617;98,998;-0,435194632
20130618;98,568;0,520120327
20130619;99,082;0,094277371
20130620;99,175;-3,812820801
20130621;95,465;-1,221329079
20130624;94,306;0,247439133
20130625;94,540;0,098804474
20130626;94,633;0,394244548
20130627;95,007;1,134597461
20130628;96,091;-0,64396749
20130701;95,474;0,818877651
20130702;96,259;0,966191091
20130703;97,194;1,678147696
20130704;98,839;-0,208234813
20130705;98,633;2,044523997
20130708;100,670;-0,269579526
20130709;100,399;0,353094587
20130710;100,755;0,558816766
20130711;101,319;-0,586839745
20130712;100,726;0,828027246
20130715;101,564;0,138882481
20130716;101,705;0,05549903
20130717;101,761;0,433680034
20130718;102,204;0,082830984
20130719;102,288;-0,581262881
20130722;101,696;0,073998708
20130723;101,771;0,249342143
20130724;102,025;-1,140961313
20130725;100,867;0,428226311
20130726;101,300;-0,446886509
20130729;100,849;0,260926436
20130730;101,112;-0,503826406
20130731;100,604;0,736222514
20130801;101,347;1,694019519
20130802;103,079;-0,540071796
20130805;102,524;-0,229726726
20130806;102,288;-0,479528768
20130807;101,799;-0,686395423
20130808;101,103;-0,70988529
20130809;100,388;1,43324929
20130812;101,837;0,690642277
20130813;102,542;0,777004686
20130814;103,342;0,312931687
20130815;103,666;0,714223346
20130816;104,409;0,727275933
20130819;105,171;-0,453927243
20130820;104,695;0,227221184
20130821;104,933;-0,309147364
20130822;104,609;0,08192618
20130823;104,695;1,031963535
20130826;105,781;-0,279569105
20130827;105,486;3,225656174
20130828;108,944;1,948366608
20130829;111,087;-1,251256779
20130830;109,706;-1,00363019
20130902;108,610;0,280283971
20130903;108,915;1,173875486
20130904;110,201;-0,667854514
20130905;109,468;0,304123274
20130906;109,801;0,743369315
20130909;110,621;-2,088485237
20130910;108,334;-2,195936574
20130911;105,981;0,154398105
20130912;106,145;1,208746451
20130913;107,436;0,152309307
20130916;107,599;-1,470017904
20130917;106,029;-1,722758634
20130918;104,218;2,203114839
20130919;106,540;-1,677646932
20130920;104,767;0,422057696
20130923;105,211;-0,975258443
20130924;104,189;0,442805152
20130925;104,652;-0,294985465
20130926;104,344;0,818282505
20130927;105,201;-0,532502176
20130930;104,642;-0,239631451
20131001;104,392;-0,397578074
20131002;103,978;1,151396684
20131003;105,182;-0,17416018
20131004;104,999;0,421130349
20131007;105,442;0,200784954
20131008;105,654;0,436681917
20131009;106,116;-1,003566492
20131010;105,056;2,481337122
20131011;107,696;-0,466201311
20131014;107,195;-0,215905086
20131015;106,964;-0,977383346
20131016;105,923;1,063598045
20131017;107,056;-1,347312142
20131018;105,623;0,757821477
20131021;106,427;-0,2732491
20131022;106,136;0,300532989
20131023;106,456;-1,992994285
20131024;104,355;-0,754228632
20131025;103,571;-0,056095738
20131028;103,513;2,475419646
20131029;106,107;-0,548899009
20131030;105,526;0,776720677
20131031;106,349;-0,9327914
20131101;105,362;-2,728923706
20131104;102,526;0,301687794
20131105;102,835;-0,850827594
20131106;101,964;-0,085482268
20131107;101,877;-1,70583916
20131108;100,154;1,591749016
20131111;101,761;1,210302217
20131112;103,000;-0,556054399
20131113;102,429;1,271024031
20131114;103,739;1,292019646
20131115;105,088;0,202970823
20131118;105,301;-0,027653593
20131119;105,272;-1,439274578
20131120;103,768;1,060573715
20131121;104,874;1,852074577
20131122;106,835;0,877317616
20131125;107,776;-0,045034903
20131126;107,728;-0,108166587
20131127;107,611;0,387056606
20131128;108,029;-0,405095751
20131129;107,592;-1,060993857
20131202;106,456;1,591785441
20131203;108,164;1,044325999
20131204;109,300;-0,659245149
20131205;108,582;-0,807686344
20131206;107,708;0,566064677
20131209;108,320;-2,009117354
20131210;106,165;-0,009142021
20131211;106,156;0,347603716
20131212;106,525;-1,037229915
20131213;105,426;-0,055376097
20131216;105,368;1,001248432
20131217;106,428;-0,890526886
20131218;105,484;1,091403506
20131219;106,642;0,600220063
20131220;107,284;1,332992808
20131223;108,724;-0,188062564
20131224;108,519;0,304305256
20131226;108,850;0,07146686
20131227;108,928;0,178444016
20131230;109,122;-0,868441825
20131231;108,179;-0,369353152
20140102;107,78;-2,763466181
20140103;106,89;-0,829184422
20140106;106,73;-0,149798736
20140107;107,35;0,57922434
20140108;107,15;-0,186480241
20140109;106,39;-0,711813439
20140110;107,25;0,805097028
20140113;106,75;-0,46729057
20140114;106,39;-0,337806458
20140115;106,27;0,632465411
20140116;105,75;-0,490520746
20140117;106,48;0,687935616
20140120;106,35;-0,122163244
20140121;106,73;0,356673928
20140122;108,27;1,43258264
20140123;107,58;-0,639335048
20140124;107,88;0,278474143
20140127;106,69;-1,109206507
20140128;107,41;0,672585441
20140129;107,85;0,408808523
20140130;107,95;0,092678413
20140131;106,4;-1,446258005
20140203;106,04;-0,338919549
20140204;105,78;-0,245491578
20140205;106,25;0,443334217
20140206;107,19;0,88081529
20140207;109,57;2,196065371
20140210;108,63;-0,861600197
20140211;108,68;0,046017211
20140212;108,35;0,157022154
20140213;108,52;0,156775981
20140214;109,08;0,514707019
20140217;109,18;0,091633838
20140218;110,46;1,165556812
20140219;110,47;0,009052641
20140220;110,3;-0,154006462
20140221;109,85;-0,408812743
20140224;110,64;0,716588853
20140225;109,51;-1,026581807
20140226;109,52;0,009131169
20140227;108,96;-0,512633858
20140228;109,07;0,100903554
20140303;111,2;1,934050388
20140304;109,3;-1,723398663
20140305;107,76;-1,418986308
20140306;108,1;0,315019254
20140307;109;0,829115758
20140310;108,08;-0,847618858
20140311;108,55;0,433920267
20140312;107,35;-0,492497395
20140313;106,92;-0,401363305
20140314;108,21;1,199289231
20140317;106,24;-1,837309786
20140318;106,79;0,516360346
20140319;105,85;-0,88412916
20140320;106,45;0,565239376
20140321;106,92;0,440549993
20140324;106,81;-0,102933617
20140325;106,99;0,168381705
20140326;107,03;0,037379685
20140327;107,83;0,74467439
20140328;108,07;0,222325242
20140331;107,76;-0,287263321
20140401;105,62;-2,005878482
20140402;104,79;-0,788939979
20140403;106,15;1,289484066
20140404;106,72;0,535539402
20140407;105,82;-0,846904469
20140408;107,67;1,733145635
20140409;107,95;0,30616529
20140410;107,52;-0,399128019
20140411;107,4;-0,11166947
20140414;109,07;1,542969587
20140415;109,36;0,265531448
20140416;109,6;0,21921821
20140417;109,53;-0,063889018
20140421;109,95;0,382723267
20140422;109,27;-0,620383342
20140423;109,11;-0,146533592
20140424;110,33;1,111932711
20140425;109,58;-0,682099866
20140428;108,12;-1,34131547
20140429;108,98;0,792265775
20140430;108,07;-0,838521384
20140501;107,76;-0,287263321
20140502;108,59;0,767279013
20140505;107,72;-0,804405429
20140506;106,49;-0,589861736
20140507;107,61;1,046249619
20140508;107,49;-0,111576023
20140509;107,28;-0,195558101
20140512;107,79;0,474265082
20140513;108,54;0,693387884
20140514;109,31;0,706911367
20140515;109,09;-0,20146527
20140516;109,75;0,603182235
20140519;109,37;-0,346842261
20140520;109,69;0,292157608
20140521;110,55;0,780970188
20140522;110,36;-0,172015795
20140523;110,54;0,162969706
20140526;110,32;-0,199221292
20140527;110,02;-0,272306604
20140528;109,81;-0,191056784
20140529;109,97;0,145600171
20140530;109,41;-0,510530783
20140602;108,83;-0,531526178
20140603;108,82;-0,009189065
20140604;108,4;-0,386705205
20140605;108,79;0,359132943
20140606;108,61;-0,165593414
20140609;109,99;1,262596828
20140610;108,86;-0,266042999
20140611;109,37;0,467397634
20140612;112,42;2,750522823
20140613;112,46;0,035574529
20140616;112,94;0,425910138
20140617;113,45;0,450550698
20140618;114,26;0,711434207
20140619;115,06;0,697717814
20140620;114,81;-0,217514333
20140623;114,12;-0,602806176
20140624;114,46;0,297489064
20140625;114;-0,402696859
20140626;113,21;-0,69539473
20140627;113,3;0,079466694
20140630;112,36;-0,83311658
20140701;112,29;-0,062319165
20140702;111,24;-0,939478122
20140703;111;-0,215982805
20140704;110,64;-0,324851396
20140707;110,24;-0,362188009
20140708;109,06;-1,021720255
20140709;108,47;-0,542455245
20140710;109,01;0,496598409
20140711;107,26;-1,618382759
20140714;107,71;0,418663681
20140715;106,88;-0,773572057
20140716;107,17;0,270964894
20140717;107,89;0,669583084
20140718;107,24;-0,60428762
20140721;107,68;0,409455253
20140722;107,33;-0,32556654
20140723;108,03;0,650076584
20140724;107,07;-0,892614016
20140725;108,39;1,225300766
20140728;107,57;-0,759403538
20140729;107,72;0,13934695
20140730;106,51;-1,129639049
20140731;106,02;-0,46111219
20140801;104,84;-1,11923771
20140804;105,41;0,542212981
20140805;105,25;-0,69119245
20140806;105,27;0,01900057
20140807;106,08;0,766504817
20140808;105,62;-0,434577916
20140811;105,39;-0,217999233
20140812;103,89;-1,433510786
20140813;105,06;1,119896844
20140814;102,07;-2,887276311
20140815;103,53;1,420257336
20140818;101,6;-1,881789063
20140819;101,56;-0,039377831
20140820;102,28;0,706439359
20140821;102,63;0,341613723
20140822;102,29;-0,331837119
20140825;102,65;0,3513227
20140826;102,5;-0,146234489
20140827;102,72;0,214404136
20140828;102,46;-0,253436143
20140829;103,19;0,709947062
20140901;102,79;-0,38838771
20140902;100,96;-2,281616723
20140903;103,34;2,330012407
20140904;102,3;-1,01148499
20140905;101,4;-0,88365818
20140908;100,86;-0,533967451
20140909;99,93;-0,926347577
20140910;98,78;-1,157478576
20140911;98,86;0,080955277
20140912;97,96;-0,914547579
20140915;97,88;-0,081699351
20140916;99,05;1,188253457
20140917;98,97;-0,080799924
20140918;97,7;-1,291521486
20140919;98,39;0,703761383
20140922;96,97;-1,453752056
20140923;96,85;-0,123826246
20140924;96,95;0,103199184
20140925;97;0,051559681
20140926;97;0
20140929;97,2;0,205973296
20140930;94,67;-2,637355133
20141001;94,16;-0,540169719
20141002;93,42;-0,789000788
20141003;92,31;-1,195297707
20141006;92,79;0,518639736
20141007;92,57;-0,81764845
20141008;91,79;-0,846175585
20141009;90,37;-1,559100532
20141010;90,58;0,232108421
20141013;89,41;-1,300090538
20141014;85,41;-4,576934279
20141015;84,12;-1,521883912
20141016;85,82;2,000772873
20141017;86,16;0,395395328
20141020;85,4;-0,885993205
20141021;86,22;0,955606852
20141022;84,71;-1,766851088
20141023;86,83;2,471852563
20141024;86,13;-0,809440127
20141027;85,83;-0,348918707
20141028;86,03;0,23274769
20141029;87,12;1,259040599
20141030;86,24;-1,015237146
20141031;85,86;-0,441604436
20141103;84,78;-1,265839687
20141104;83,38;-2,276598204
20141105;83,52;0,167765168
20141106;83,46;-0,071864897
20141107;83,97;0,609211703
20141110;82,95;-1,222157556
20141111;82,39;-0,677394631
20141112;81,12;-1,553453048
20141113;77,49;-4,578064407
20141114;79,41;2,447540913
20141117;79,31;-0,126008081
20141118;78,47;-1,064783796
20141119;78,1;-0,472632929
20141120;79,33;1,562631047
20141121;80,36;1,290017263
20141124;79,68;-0,849792667
20141125;78,33;-1,70879419
20141126;77,75;-0,743212032
20141127;72,58;-6,880914927
20141128;70,15;-3,405359524
20141201;72,54;3,350232731
20141202;70,54;-2,795820905
20141203;69,92;-0,882819346
20141204;69,64;-0,401261645
20141205;69,07;-0,82186318
20141208;66,19;-4,259108897
20141209;67,22;0,866582444
20141210;64,56;-4,037579834
20141211;63,99;-0,886820281
20141212;62,15;-2,917600319
20141215;61,21;-1,524024309
20141216;60,01;-1,979935986
20141217;61,18;1,930912372
20141218;59,27;-3,171706292
20141219;61,38;3,498077339
20141222;60,11;-2,090783214
20141223;61,69;2,594562617
20141224;60,24;-2,378525973
20141226;59,45;-1,320096035
20141229;57,88;-2,676372137
20141230;57,9;0,034548282
20141231;57,33;-0,989333766
20150102;56,42;-1,600034135
20150105;53,11;-6,045847114
20150106;51,1;-3,858073722
20150107;52,17;0,076701825
20150108;52,03;-0,268714173
20150109;51,3;-1,412972313
20150112;48,7;-5,201172209
20150113;47,82;-1,823506806
20150114;49,86;4,177511607
20150115;48,27;-3,240882842
20150116;50,17;3,860698882
20150119;48,84;-2,686758925
20150120;47,99;-1,755699337
20150121;49,03;2,143969979
20150122;48,52;-1,045627159
20150123;48,79;0,554928975
20150126;48,16;-1,299657283
20150127;49,6;2,946203273
20150128;48,47;-2,304578387
20150129;49,13;1,352479632
20150130;52,99;7,563337032
20150202;54,75;3,267415219
20150203;57,91;5,611271254
20150204;54,16;-6,694745263
20150205;56,57;4,353618075
20150206;57,8;2,150996632
20150209;58,34;0,929918876
20150210;56,43;-3,328703246
20150211;55,92;-2,768892171
20150212;59,28;5,834988306
20150213;61,52;3,709034421
20150216;61,4;-0,195249004
20150217;62,53;1,823660643
20150218;60,53;-3,250733168
20150219;60,21;-0,530065843
20150220;60,22;0,016607158
20150223;58,9;-2,21634324
20150224;58,66;-0,408302711
20150225;61,63;4,939070142
20150226;60,05;-2,597121645
20150227;62,58;4,126818971
20150302;59,54;-4,979738265
20150303;61,02;2,45533237
20150304;60,55;-0,773220929
20150305;60,48;-0,115673813
20150306;59,73;-1,247832513
20150309;58,53;-2,029496344
20150310;56,39;-3,724760548
20150311;57,88;1,760394044
20150312;57,28;-1,042037911
20150313;55,01;-4,043653577
20150316;53,94;-1,964266918
20150317;53,51;-0,800376539
20150318;55,91;4,387470272
20150319;54,43;-2,682778259
20150320;55,32;1,621903435
20150323;55,92;1,078759113
20150324;55,11;-1,459091003
20150325;56,48;2,455540529
20150326;59,19;4,686601552
20150327;56,41;-4,810616095
20150330;56,29;-0,212954828
20150331;55,11;-2,118571158
20150401;57,1;3,547292877
20150402;54,95;-3,838043581
20150406;58,12;5,608615785
20150407;59,1;1,672108571
20150408;55,55;-6,194740833
20150409;57,69;1,748601993
20150410;58,95;2,160577871
20150413;59,04;0,152555331
20150414;59,81;1,295769076
20150415;63,32;5,702836396
20150416;63,98;1,036929951
20150417;63,45;-0,831834036
20150420;63,45;0
20150421;62,08;-2,182831829
20150422;62,73;1,041592623
20150423;64,85;3,323710865
20150424;65,28;0,660879989
20150427;64,83;-0,691725147
20150428;64,64;-0,293504497
20150429;65,84;1,839414216
20150430;66,78;1,417607815
20150501;66,46;-0,480337159
20150504;66,45;-0,015047777
20150505;67,52;1,597406513
20150506;67,77;0,369576886
20150507;65,54;-3,345897588
20150508;65,39;-0,22913017
20150511;64,91;-0,736764653
20150512;66,86;2,959918595
20150513;67,27;-0,163386594
20150514;66,7;-0,850941912
20150515;66,81;0,164781702
20150518;66,27;-0,811546384
20150519;64,02;-3,454177156
20150520;65,03;1,565316734
20150521;66,54;2,295456871
20150522;65,37;-1,773983297
20150525;65,52;0,229200192
20150526;63,72;-2,78569545
20150527;62,06;-2,639682602
20150528;62,58;0,834407922
20150529;65,56;4,652001563
20150601;64,88;-1,042634407
20150602;65,49;0,935804942
20150603;63,8;-2,614426888
20150604;62,03;-2,813505137
20150605;63,31;2,042515557
20150608;62,69;-0,984134927
20150609;64,88;3,433746452
20150610;66,37;1,380587808
20150611;65,79;-0,877729606
20150612;64,64;-1,763443689
20150615;63,95;-1,073188619
20150616;63,7;-0,391696545
20150617;63,87;0,2665205
20150618;64,26;0,608758611
20150619;63,02;-1,948521736
20150622;63,34;0,506490478
20150623;64,45;1,737268827
20150624;63,49;-1,50073162
