Date;;Returns
20150625;63,2;-0,457811203
20150626;63,26;0,094891672
20150629;62,01;-1,995755552
20150630;63,59;2,516056292
20150701;62,01;-2,516056292
20150702;62,07;0,096711806
20150703;60,32;-2,859905673
20150706;56,54;-6,471537143
20150707;56,85;0,546786793
20150708;57,05;0,351185611
20150709;58,61;2,697725418
20150710;58,73;0,204533905
20150713;57,85;-1,509721589
20150714;58,51;1,134422616
20150715;57,12;-2,694463524
20150716;56,92;-0,350754481
20150717;57,1;0,315734344
20150720;56,65;-0,791212919
20150721;57,04;0,686078863
20150722;56,13;-1,608234715
20150723;55,27;-1,544016311
20150724;54,62;-1,18301498
20150727;53,47;-2,127936708
20150728;53,3;-0,318441779
20150729;53,38;0,14998128
20150730;53,31;-0,131221314
20150731;52,21;-2,084988341
20150803;49,52;-5,289741905
20150804;49,99;0,944635705
20150805;49,59;-0,803378492
20150806;49,52;-0,141257212
20150807;48,61;-1,854735732
20150810;50,41;3,636029704
20150811;49,18;-2,470253131
20150812;50,18;0,941042083
20150813;49,63;-1,102105134
20150814;49,19;-0,890513879
20150817;48,74;-0,919030261
20150818;48,81;0,14351617
20150819;47,16;-3,438913423
20150820;46,62;-1,151644206
20150821;45,46;-2,519681518
20150824;42,69;-6,286811765
20150825;43,21;1,210724917
20150826;43,14;-0,162130898
20150827;47,56;9,754143086
20150828;50,05;5,103043394
20150831;54,15;7,873546769
20150901;49,56;-8,857391669
20150902;50,5;1,878927952
20150903;50,68;0,355801917
20150904;49,61;-2,133892914
20150907;47,63;-4,07296115
20150908;49,52;3,891381356
20150909;48,52;-3,821348402
20150910;49,85;2,704241233
20150911;49,04;-1,638220478
20150914;47,35;-3,5069472
20150915;47,75;0,841224729
20150916;49,75;4,103139668
20150917;49,08;-1,355884376
20150918;47,47;-3,335368728
20150921;48,92;3,008837826
20150922;49,08;0,326530902
20150923;47,75;-2,747255292
20150924;48,17;0,875735372
20150925;48,6;0,888711026
20150928;47,34;-2,626792682
20150929;48,23;1,862563
20150930;48,37;0,289855275
20151001;47,69;-1,415805452
20151002;48,13;0,9183951
20151005;49,25;2,30036843
20151006;51,92;5,279470478
20151007;51,77;-1,304950393
20151008;53,38;3,062531306
20151009;52,91;-0,884378706
20151012;50,25;-5,158180998
20151013;49,69;-1,120684132
20151014;49,69;0
20151015;49,73;0,080466711
20151016;50,46;1,457257049
20151019;48,61;-3,735167216
20151020;48,71;0,205507676
20151021;47,85;-1,781322992
20151022;48,08;0,479517233
20151023;47,99;-0,187363436
20151026;47,54;-0,942119394
20151027;46,81;-1,547460662
20151028;49,05;4,67433307
20151029;48,8;-0,510987315
20151030;49,56;1,54537439
20151102;48,79;-1,565868293
20151103;50,54;3,523972813
20151104;48,58;-3,955317839
20151105;47,98;-1,242766616
20151106;47,42;-1,174017677
20151109;47,19;-0,48620749
20151110;47,44;0,528374895
20151112;45,19;-6,240635369
20151113;44,47;-1,60610189
20151116;44,56;0,20217911
20151117;43,57;-2,246775549
20151118;44,14;1,29975607
20151119;44,18;0,090579716
20151120;44,66;1,080604842
20151123;44,83;0,379931176
20151124;46,12;2,836913723
20151125;46,17;0,108354112
20151126;45,46;-1,549741809
20151127;44,86;-1,328628933
20151130;44,61;-0,558847995
20151201;44,44;-0,381808437
20151202;42,49;-4,487121064
20151203;43,84;3,127788851
20151204;43;-1,934652695
20151207;40,73;-5,423519403
20151208;40,26;-1,160650145
20151209;40,34;-0,617819832
20151210;40,13;-0,521934825
20151211;38,32;-4,615223118
20151214;38,16;-0,418410652
20151215;38,73;1,482664695
20151216;37,39;-3,521120454
20151217;37,06;-0,886506813
20151218;36,88;-0,486882217
20151221;36,35;-1,447519471
20151222;36,11;-0,662436869
20151223;37,36;3,403077807
20151228;36,62;-2,000607411
20151229;37,79;3,144997812
20151230;36,46;-3,582874811
20160104;37,22;2,063048196
20160105;36,42;-2,172817691
20160106;34,63;-6,322015319
20160107;34,09;-1,571627226
20160108;33,93;-0,470450735
20160111;31,88;-6,232072487
20160112;30,95;-2,960585479
20160113;30,28;-2,188557056
20160114;30,88;1,962129659
20160115;28,94;-6,488400395
20160118;28,55;-1,35677851
20160119;28,76;0,732859675
20160120;27,88;-3,107594696
20160121;29,25;4,796998779
20160122;32,18;9,546556789
20160125;30,5;-5,361845795
20160126;31,8;4,173960617
20160127;33,93;4,090795951
20160128;34,8;2,531780798
20160129;35,99;3,362373531
20160201;34,24;-4,984657082
20160202;32,72;-4,540803954
20160203;35,04;6,850375433
20160204;34,46;-1,669103497
20160205;34,06;-1,167555587
20160208;32,88;-3,525910505
20160209;30,32;-8,105700941
20160210;30,84;1,700498792
20160211;30,06;-2,561716437
20160212;33,36;10,41621932
20160215;33,39;0,089887647
20160216;32,18;-3,691131239
20160217;34,5;6,961418247
20160218;34,28;-0,639723031
20160219;33,01;-3,775154786
20160222;34,69;4,964091512
20160223;33,27;-4,179537095
20160224;35,07;3,186828198
20160225;35,7;1,780462463
20160226;35,44;-0,730956305
20160229;36,57;3,138710642
20160301;36,81;0,654131523
20160302;36,93;0,325468147
20160303;37,07;0,37837883
20160304;38,72;4,354824525
20160307;40,84;5,330573089
20160308;39,65;-2,957104522
20160309;41,07;3,518697989
20160310;40,05;-2,514925445
20160311;40,39;0,845355606
20160314;39,53;-2,152235227
20160315;38,74;-2,018721933
20160316;40,33;4,022295091
20160317;41,54;2,956120956
20160318;41,2;-0,821856209
20160321;41,54;0,821856209
20160322;41,79;0,600025801
20160323;40,47;-3,209611757
20160324;41,03;-0,146127644
20160328;40,87;-0,390720888
20160329;39,85;-2,527389234
20160330;40,05;0,500626828
20160331;40,33;0,696693537
20160401;38,67;-4,203150327
20160404;37,69;-2,566929834
20160405;37,87;0,476443463
20160406;39,84;5,07121908
20160407;39,43;-1,034448483
20160408;41,94;6,171307758
20160411;42,83;2,099876615
20160412;44,69;4,251097132
20160413;44,21;-1,169340961
20160414;43,8;-0,931719046
20160415;43,06;-1,703932545
20160418;42,77;-0,67575697
20160419;43,85;2,493779658
20160420;45,63;3,979067612
20160421;44,39;-2,755117609
20160422;45,07;1,520261786
20160425;44,32;-1,678079426
20160426;45,58;2,803298138
20160427;46,93;2,918810599
20160428;47,77;1,77406976
20160429;47,37;-0,840871047
20160502;45,83;-3,305021841
20160503;44,97;-1,894329774
20160504;44,62;-0,781341178
20160505;45,01;0,87024983
20160506;45,37;0,796640637
20160509;43,63;-3,910610654
20160510;45,52;4,240680268
20160511;47,6;4,468097142
20160512;48,08;1,003352899
20160513;47,83;-0,521323253
20160516;48,97;2,355480802
20160517;49,28;0,631045351
20160518;48,93;-0,712761392
20160519;48,81;-0,24554954
20160520;48,72;-0,18455865
20160523;48,35;-0,76234015
20160524;48,61;0,536304916
20160525;50,23;2,112542097
20160526;50,17;-0,119521927
20160527;49,95;-0,43947334
20160530;50,36;0,817470408
20160531;49,89;-0,93766273
20160601;49,72;-0,341331523
20160602;50,04;0,641541896
20160603;49,64;-0,802572526
20160606;50,55;1,816598513
20160607;51,44;1,745313446
20160608;52,51;2,058754772
20160609;51,95;-1,07219101
20160610;50,54;-2,751661559
20160613;50,35;-0,37664828
20160614;49,83;-1,038140687
20160615;48,97;-1,740934658
20160616;47,19;-3,702585998
20160617;49,17;4,110167569
20160620;50,65;2,965554927
20160621;50,62;-0,059247558
20160622;49,88;-1,472663431
20160623;50,91;2,04392471
20160624;48,41;-5,035296396
20160627;47,16;-2,616032828
20160628;48,58;2,96658479
20160629;51,32;4,096814706
20160630;49,71;-3,187441964
20160701;50,35;1,279249906
20160704;50,1;-0,497761107
20160705;47,96;-4,365367793
20160706;48,8;1,73629827
20160707;46,4;-5,043085363
20160708;46,76;0,772867737
20160711;46,25;-1,096667265
20160712;48,47;4,68835859
20160713;46,26;-4,666739305
20160714;47,37;2,371146013
20160715;47,61;0,505370627
20160718;46,96;-1,374664769
20160719;46,66;-0,640890893
20160720;47,17;1,08708307
20160721;46,2;-2,077829921
20160722;45,69;-1,110034251
20160725;44,72;-2,145862673
20160726;44,87;0,334859114
20160727;43,91;-2,961849892
20160728;43,23;-1,560738589
20160729;43,53;0,691565688
20160801;42,14;-3,245294719
20160802;41,8;-0,810106885
20160803;43,1;3,062665758
20160804;44,29;2,723592083
20160805;44,27;-0,045167119
20160808;45,39;2,498456972
20160809;44,98;-0,907386994
20160810;44,05;-2,089259415
20160811;46,04;4,418523147
20160812;46,97;1,999851619
20160815;48,35;2,895712186
20160816;49,23;1,803697187
20160817;49,85;1,251530264
20160818;50,89;2,064794419
20160819;50,88;-0,019652157
20160822;49,16;-3,438963433
20160823;49,96;1,614240056
20160824;49,05;-1,838249925
20160825;49,67;1,256094311
20160826;49,92;0,502059494
20160829;49,26;-1,330933137
20160830;48,37;-1,823260586
20160831;46,89;-3,849042375
20160901;45,45;-3,119161248
20160902;46,83;2,991120257
20160905;47,63;1,693879162
20160906;47,26;-0,779854305
20160907;47,98;1,511998565
20160908;49,99;4,103872801
20160909;48,01;-4,041366288
20160912;48,32;0,643623108
20160913;47,1;-2,55725526
20160914;45,85;-2,689780232
20160915;46,59;1,601072713
20160916;45,77;-1,775707116
20160919;45,95;0,392499414
20160920;45,88;-0,152455654
20160921;46,83;2,049473093
20160922;47,65;1,73586069
20160923;45,89;-3,763540169
20160926;47,35;3,131959123
20160927;45,97;-2,957780981
20160928;48,69;5,748466038
20160929;49,81;1,150946577
20160930;50,19;0,760003658
20161003;50,89;1,385063693
20161004;50,87;-0,039308177
20161005;51,86;1,927442128
20161006;52,51;1,245584754
20161007;51,93;-1,110696979
20161010;53,14;2,303328248
20161011;52,41;-1,383252752
20161012;51,81;-1,151423199
20161013;52,03;0,423729448
20161014;51,95;-0,153875776
20161017;51,52;-0,831163575
20161018;51,68;0,310077768
20161019;52,67;1,897517402
20161020;51,38;-2,479704181
20161021;51,78;0,775498264
20161024;51,46;-0,619916747
20161025;50,79;-1,310532204
20161026;51,04;-1,45874414
20161027;51,6;1,091203345
20161028;50,68;-1,799031703
20161031;48,61;-4,17020844
20161101;48,14;-0,97158387
20161102;46,86;-2,694899928
20161103;46,35;-1,094314107
20161104;45,58;-1,675226819
20161107;46,15;1,242793713
20161108;46,04;-0,23863771
20161109;46,36;0,692643462
20161110;45,84;-1,127994607
20161111;44,75;-2,406562769
20161114;44,43;-0,717652777
20161115;46,95;5,516828871
20161116;46,63;-0,683909483
20161117;46,49;-0,300687512
20161118;46,86;0,792719738
20161121;48,9;4,26129634
20161122;49,12;0,448888736
20161123;48,95;-0,346691486
20161124;49;0,102092913
20161125;47,24;-3,657930678
20161128;48,24;2,094756109
20161129;46,38;-3,932022059
20161130;51,84;9,122901293
20161201;53,94;3,971026567
20161202;54,46;0,959416953
20161205;54,94;0,877519342
20161206;53,93;-1,855477132
20161207;53;-1,73949958
20161208;53,89;1,665301839
20161209;54,33;0,813162862
20161212;55,69;2,472403704
20161213;55,72;0,053855131
20161214;53,9;-3,3208671
20161215;54,02;0,222387045
20161216;55,21;2,178974793
20161219;54,92;-0,52665154
20161220;55,35;0,779907825
20161221;54,46;-1,621017191
20161222;55,79;1,026943536
20161223;55,9;0,19697383
20161227;56,83;1,649997515
20161228;56,96;0,228491179
20161229;56,85;-0,193304691
20161230;56,82;-0,052784377
20170103;55,47;-2,404604236
20170104;56,46;1,769008876
20170105;56,89;0,758715594
20170106;57,1;0,36845379
20170109;54,94;-3,856243599
20170110;53,64;-2,394662225
20170111;55,1;2,685465775
20170112;56,01;1,638053006
20170113;55,45;-1,004853243
20170116;55,86;0,736684672
20170117;55,47;-0,700622645
20170118;53,92;-2,834086746
20170119;54,16;0,4441162
20170120;55,49;2,426019573
20170123;55,23;-0,469654042
20170124;55,44;0,379507097
20170125;55,42;-0,772898608
20170126;56,49;1,91230919
20170127;55,7;-1,40834844
20170130;55,32;-0,684564014
20170131;55,58;0,468891752
20170201;56,8;2,171290141
20170202;56,56;-0,423430414
20170203;56,81;0,441034498
20170206;55,72;-1,937321766
20170207;55,05;-1,209728574
20170208;55,12;0,127076354
20170209;55,63;0,920999738
20170210;56,7;1,905158665
20170213;55,59;-1,977088177
20170214;55,97;0,681250394
20170215;55,75;-0,393842256
20170216;55,65;-0,179533262
20170217;55,81;0,287098708
20170220;56,18;0,660775688
20170221;56,66;0,850767273
20170222;56,04;-1,276613082
20170223;56,82;1,382265496
20170224;56,31;-0,901623716
20170227;56,42;0,195156631
20170228;56,51;0,159390807
20170301;56,36;-0,265792661
20170302;55,08;-2,297301317
20170303;55,9;1,47777063
20170306;56,01;0,196586606
20170307;55,92;-0,16081483
20170308;53,11;-5,155686349
20170309;52,19;-1,747432878
20170310;51,37;-1,583656118
20170313;51,35;-0,03894081
20170314;50,92;-0,840916269
20170315;51,81;1,732740714
20170316;51,74;-0,135200407
20170317;51,76;0,038647343
20170320;51,62;-0,27084559
20170321;50,96;-1,286818303
20170322;50,64;-0,629923343
20170323;50,56;-0,1581028
20170324;50,8;0,473560475
20170327;50,75;-0,098473666
20170328;51,33;1,136375865
20170329;52,54;2,154758242
20170330;53,13;1,116695621
20170331;53,53;0,750050394
20170403;53,12;-0,768873924
20170404;54,17;1,95737445
20170405;54,36;0,350133961
20170406;54,89;0,970259328
20170407;55,24;0,635614598
20170410;55,98;1,330715555
20170411;56,23;0,445593822
20170412;55,86;-0,660186179
20170413;55,89;0,053691276
20170417;55,36;-0,952816197
20170418;54,89;-0,852612875
20170419;52,93;-3,636089669
20170420;52,99;0,113293063
20170421;51,96;-1,96290247
20170424;51,6;-0,695251931
20170425;52,1;0,964327627
20170426;52,41;-0,304820202
20170427;51,82;-1,132123768
20170428;52,05;0,442861993
20170501;51,52;-1,023471326
20170502;50,46;-2,078913858
20170503;50,79;0,65185416
20170504;48,38;-4,861297963
20170505;49,1;1,477252962
20170508;49,34;0,48760763
20170509;48,73;-1,244025425
20170510;50,22;3,011849687
20170511;50,77;1,089227523
20170512;50,84;0,137781736
20170515;51,82;1,909272881
20170516;51,65;-0,328597957
20170517;52,21;1,078385186
20170518;52,51;0,572958023
20170519;53,61;2,073199019
20170522;53,87;0,483811885
20170523;54,15;0,518423675
20170524;53,96;-0,351494211
20170525;51,46;-4,743822449
20170526;52,15;1,331937459
20170529;52,29;0,268096675
20170530;51,84;-0,864309616
20170531;50,76;-2,873984212
20170601;50,63;-0,256435686
20170602;49,95;-1,352178089
20170605;49,47;-0,965607985
20170606;50,12;1,305370479
20170607;48,06;-4,196989972
20170608;47,86;-0,417014783
20170609;48,15;0,604105576
20170612;48,29;0,290336164
20170613;48,72;0,886512352
20170614;47;-3,594202169
20170615;46,92;-0,170357792
20170616;47,37;0,954509315
20170619;46,91;-0,97582446
20170620;46,02;-1,915478773
20170621;44,82;-2,642161623
20170622;45,22;0,888499848
20170623;45,54;0,705159379
20170626;45,83;0,634783789
20170627;46,65;1,773402877
20170628;47,54;1,312743815
20170629;47,63;0,189135288
20170630;48,77;2,365255491
20170703;49,68;1,84870679
20170704;49,61;-0,141001131
20170705;47,79;-3,737601372
20170706;48,11;0,667364312
20170707;46,71;-2,95317812
20170710;46,88;0,363287075
20170711;47,52;1,355952979
20170712;47,74;0,461894586
20170713;48,42;1,41433306
20170714;48,91;1,006892304
20170717;48,42;-1,006892304
20170718;48,84;0,863669773
20170719;49,7;1,745528386
20170720;49,3;-0,808085205
20170721;48,06;-2,547385074
20170724;48,6;1,11733006
20170725;50,2;3,239149579
20170726;51,1;1,458728803
20170727;51,52;0,818558459
20170728;52,22;1,349548147
20170731;52,72;0,952932692
20170801;51,78;-1,799091587
20170802;52,36;1,113896672
20170803;52,01;-0,670693326
20170804;52,42;0,785219011
20170807;52,37;-0,09542896
20170808;52,14;-0,440149979
20170809;52,7;1,068304704
20170810;51,9;-1,529666538
20170811;52,1;0,384615859
20170814;50,73;-2,664749718
20170815;50,8;0,137890301
20170816;50,27;-1,048787688
20170817;51,03;1,500521737
20170818;52,72;3,258119512
20170821;51,66;-2,031110253
20170822;51,87;0,40568007
20170823;52,57;1,340502647
20170824;52,04;-1,013296119
20170825;52,41;0,708475917
20170828;51,89;-0,997131943
20170829;52;0,21176252
20170830;50,73;-1,816633609
20170831;52,86;4,11294576
20170901;52,75;-0,208313682
20170904;52,34;-0,780287525
20170905;53,38;1,967524687
20170906;54,2;1,524476447
20170907;54,49;0,533629015
20170908;53,78;-1,311554775
20170911;53,84;0,11150345
20170912;54,27;0,795490274
20170913;55,16;1,626646485
20170914;55,47;0,560428114
20170915;55,62;0,270051474
20170918;55,48;-0,252025336
20170919;55,14;-0,614718985
20170920;56,29;2,064149388
20170921;56,43;0,248403251
20170922;56,86;0,759117424
20170925;59,02;3,728426329
20170926;58,44;-0,987578263
20170927;57,57;-0,606114939
20170928;57,16;-0,714724563
20170929;56,79;-0,649409917
20171002;56,12;-1,186799866
20171003;56;-0,21405645
20171004;55,8;-0,357782135
20171005;57;2,127739845
20171006;55,62;-2,450841903
20171009;55,79;0,305179305
20171010;56,61;1,459100619
20171011;56,94;0,58124338
20171012;56,25;-1,219204077
20171013;57,17;1,622324419
20171016;57,82;1,130545131
20171017;57,88;0,103716518
20171018;58,15;0,46539772
20171019;57,23;-1,594764254
20171020;57,75;0,904511298
20171023;57,37;-0,660183079
20171024;58,33;1,659502215
20171025;58,23;0,103092793
20171026;59,04;1,381449444
20171027;60,13;1,829370476
20171030;60,59;0,762097791
20171031;60,94;0,57599106
20171101;60,49;-0,741171144
20171102;60,62;0,214680951
20171103;62,07;2,36379088
20171106;64,27;3,483017896
20171107;63,69;-0,9065395
20171108;63,49;-0,31451512
20171109;63,93;0,69063216
20171110;63,52;-0,643391784
20171113;63,16;-0,568362755
20171114;62,21;-1,515543086
20171115;61,87;-0,548034898
20171116;61,36;-0,827725248
20171117;62,72;2,192221898
20171120;62,22;-0,800388457
20171121;62,57;0,560943854
20171122;63,32;1,1915305
20171123;63,55;0,362576262
20171124;63,86;0,486618965
20171127;63,84;-0,031323415
20171128;63,61;-0,360926245
20171129;62,53;-1,129057076
20171130;62,63;0,159795496
20171201;63,73;1,741101279
20171204;62,45;-2,028917275
20171205;62,86;0,65437948
20171206;61,22;-2,643609785
20171207;62,2;1,588106623
20171208;63,4;1,91088617
20171211;64,69;2,014276861
20171212;63,34;-2,108958895
20171213;62,44;-1,431094546
20171214;63,31;1,383719891
20171215;63,23;-0,126442249
20171218;63,41;0,284270564
20171219;63,8;0,613161264
20171220;64,56;1,184183361
20171221;64,9;0,525259975
20171222;65,25;0,537842249
20171226;67,02;2,676503611
20171227;66,44;-0,869179756
20171228;66,16;0,257283532
20171229;66,87;1,067438535
20180102;66,57;-0,449641045
20180103;67,84;1,889796587
20180104;68,07;0,338459598
20180105;67,62;-0,663279018
20180108;67,78;0,23633689
20180109;68,82;1,522723419
20180110;69,2;0,550646225
20180111;69,26;0,086667635
20180112;69,87;0,876883359
20180115;70,26;0,556627427
20180116;69,15;-1,592458873
20180117;69,38;0,332058343
20180118;69,31;-0,100944561
20180119;68,61;-1,015089923
20180122;69,03;0,610289601
20180123;69,96;1,338245744
20180124;70,53;0,811450107
20180125;70,42;-0,156083749
20180126;70,52;0,14190438
20180129;69,46;-1,514531021
20180130;69,02;-0,635472965
20180131;68,89;0,538535615
20180201;69,65;1,097167062
20180202;68,58;-1,548175319
20180205;67,62;-1,409714976
20180206;66,86;-1,130291629
20180207;65,51;-2,039807825
20180208;64,81;-1,07428903
20180209;62,79;-3,166408731
20180212;62,59;-0,319030419
20180213;62,72;0,207485511
20180214;64,36;2,581194608
20180215;64,33;-0,04662367
20180216;64,84;0,789661144
20180219;65,67;1,271950334
20180220;65,25;-0,6416154
20180221;65,42;0,260197591
20180222;66,39;1,471842062
20180223;67,31;1,376237129
20180226;67,5;0,281878386
20180227;66,63;-1,29726713
20180228;64,73;-2,727788177
20180301;63,83;-1,400147329
20180302;64,37;0,84243868
20180305;65,54;1,801295721
20180306;65,79;0,380720783
20180307;64,34;-2,228632929
20180308;63,61;-1,141083112
20180309;65,49;2,912676854
20180312;64,95;-0,827971611
20180313;64,64;-0,47843289
20180314;64,89;0,386011442
20180315;65,12;0,353819306
20180316;66,21;1,659978724
20180319;66,05;-0,241947797
20180320;67,42;2,052967884
20180321;69,47;2,99532949
20180322;68,91;-0,809369934
20180323;70,45;2,210193298
20180326;70,12;-0,469517829
20180327;70,11;-0,014262283
20180328;68,76;-1,01288668
20180329;69,34;0,839975974
20180402;67,64;-2,482241623
20180403;68,12;0,707133176
20180404;68,02;-0,146907622
20180405;68,33;0,454712921
20180406;67,11;-1,801584462
20180409;68,65;2,268806804
20180410;71,04;3,422196647
20180411;72,06;1,425600664
20180412;72,02;-0,05552471
20180413;72,58;0,774554356
20180416;71,42;-1,611145962
20180417;71,58;0,223776317
20180418;73,48;2,619755501
20180419;73,78;0,407443182
20180420;74,06;0,378788332
20180423;74,71;0,87383765
20180424;73,86;-1,144254256
20180425;73,23;0,218728727
20180426;73,88;0,883698226
20180427;73,79;-0,121893426
20180430;74,69;1,21229933
20180501;73,13;-2,110753509
20180502;73,36;0,314014867
20180503;73,62;0,35379
20180504;74,87;1,683654829
20180507;76,17;1,721440814
20180508;74,85;-1,748157352
20180509;77,21;3,104287146
20180510;77,47;0,336178232
20180511;77,12;-0,452811434
20180514;78,23;1,429055539
20180515;78,43;0,255330153
20180516;79,28;1,07793828
20180517;79,3;0,025223862
20180518;78,51;-1,001212343
20180521;79,22;0,900278698
20180522;79,57;0,44083452
20180523;79,8;0,288636707
20180524;78,79;-1,27374192
20180525;76,44;-3,027996589
20180528;75,3;-1,502598457
20180529;75,39;0,119450542
20180530;77,72;2,911242736
20180531;77,56;-0,206079413
20180601;76,79;-0,997740703
20180604;75,29;-1,972709948
20180605;75,38;0,119466398
20180606;75,36;-0,026535757
20180607;77,32;2,567602407
20180608;76,46;-1,118492607
20180611;76,46;0
20180612;75,88;-0,76145832
20180613;76,74;1,126993975
20180614;75,94;-1,047953002
20180615;73,44;-3,347480849
20180618;75,34;2,554245595
20180619;75,08;-0,345699055
20180620;74,74;-0,453878766
20180621;73,05;-2,287128586
20180622;75,55;3,365055052
20180625;74,73;-1,091307078
20180626;76,31;2,092237336
20180627;77,46;1,718792313
20180628;77,61;0,193461078
20180629;79,23;2,065873011
20180702;77,3;-2,466105938
20180703;77,76;0,593320456
20180704;78,24;0,615386557
20180705;77,39;-1,092345244
20180706;77,11;-0,362459944
20180709;78,07;1,237288629
20180710;78,86;1,006826832
20180711;73,4;-7,175019283
20180712;74,45;1,420382351
20180713;75,33;1,175070271
20180716;71,84;-4,743703784
20180717;72,16;0,444445176
20180718;72,9;1,020276326
20180719;72,58;-0,439923723
20180720;73,07;0,672848402
20180723;73,06;-0,013686444
20180724;73,44;0,518772495
20180725;73,93;0,664995326
20180726;74,54;0,821719448
20180727;74,29;-0,335954089
20180730;74,97;0,911168035
20180731;74,25;-0,965025583
20180801;72,39;-2,483074368
20180802;73,45;1,453673431
20180803;73,21;-0,327287896
20180806;73,75;0,734897156
20180807;74,65;1,212952877
20180808;72,28;-3,226305826
20180809;72,07;-0,290959679
20180810;72,81;1,021543947
20180813;72,61;-0,275065501
20180814;72,46;-0,206796793
20180815;70,76;-2,374081618
20180816;71,43;0,942407988
20180817;71,83;0,558426692
20180820;72,21;0,527632438
20180821;72,63;0,579951915
20180822;74,78;2,917240993
20180823;74,73;-0,066885161
20180824;75,82;1,448049215
20180827;76,21;0,513057759
20180828;75,95;-0,341745864
20180829;77,46;1,521980598
20180830;78,02;0,720352999
20180831;77,64;-0,488244578
20180903;78,15;0,654729857
20180904;78,17;0,025588536
20180905;77,27;-1,158016029
20180906;76,5;-1,001504111
20180907;76,83;0,430444805
20180910;77,37;0,700391968
20180911;79,06;2,160794931
20180912;79,74;0,856428408
20180913;78,18;-1,975748159
20180914;78,09;-0,115185269
20180917;78,05;-0,051236071
20180918;79,03;1,247788026
20180919;79,4;0,467084104
20180920;78,7;-0,885521283
20180921;78,8;0,126984144
20180924;81,2;3,00022503
20180925;81,87;0,821737622
20180926;81,34;-0,649472291
20180927;81,38;0,727634708
20180928;82,73;1,645275063
20181001;84,98;2,683364148
20181002;84,8;-0,212039189
20181003;86,29;1,741817372
20181004;84,58;-2,001588448
20181005;84,16;-0,497808305
20181008;83,91;-0,297495311
20181009;85;1,290646061
20181010;83,09;-2,272689881
20181011;80,26;-3,465299284
20181012;80,43;0,211587608
20181015;80,78;0,434216922
20181016;81,41;0,776870545
20181017;80,05;-1,684667614
20181018;79,29;-0,953942216
20181019;79,78;0,616082919
20181022;79,83;0,062652718
20181023;76,44;-4,339325429
20181024;76,17;-0,353843499
20181025;76,89;0,940814466
20181026;77,62;0,94492969
20181029;77,34;-0,361383976
20181030;75,91;-1,866285815
20181031;75,04;-1,205392434
20181101;72,89;-2,90698493
20181102;72,83;-0,082349716
20181105;73,17;0,465754267
20181106;72,13;-1,431545438
20181107;72,07;-0,083217758
20181108;70,65;-1,989975981
20181109;70,18;-0,667473898
20181112;70,12;-0,08553101
20181113;65,47;-6,86160376
20181114;66,12;0,98792505
20181115;66,62;0,753355981
20181116;66,76;0,209926603
20181119;66,79;0,044926994
20181120;62,53;-6,590692716
20181121;63,48;1,507845408
20181122;62,6;-1,395961755
20181123;58,8;-6,26234232
20181126;60,48;2,817087697
20181127;60,21;-0,447428039
20181128;59,09;-2,192739958
20181129;59,91;1,378173074
20181130;59,46;-0,753961853
20181203;61,69;3,681802565
20181204;62,08;0,630203265
20181205;61,56;-0,84115669
20181206;60,06;-2,466824642
20181207;61,67;2,645352645
20181210;59,97;-2,795315182
20181211;60,2;0,382791513
20181212;60,15;-0,083090989
20181213;61,45;2,138239359
20181214;60,28;-1,922346225
20181217;59,61;-1,117702853
20181218;56,26;-5,783954217
20181219;57,24;1,726915163
20181220;54,35;-5,180834112
20181221;53,82;-0,979946827
20181224;50,47;-6,426604495
20181227;52,73;3,787892458
20181228;53,21;0,906179507
20181231;53,8;1,102711856
20190102;54,91;2,042201412
20190103;55,95;1,876295347
20190104;57,06;1,964491103
20190107;57,33;0,472070113
20190108;58,72;2,395633739
20190109;61,44;4,528070453
20190110;61,68;0,389864042
20190111;60,48;-1,964699738
20190114;58,99;-2,494479386
20190115;60,64;2,758680332
20190116;61,32;1,115131267
20190117;61,18;-0,228571528
20190118;62,7;2,454110892
20190121;62,74;0,063775512
20190122;61,5;-1,996202795
20190123;61,14;-0,587085835
20190124;61,09;-0,08181298
20190125;61,64;0,896282379
20190128;59,93;-2,813379598
20190129;61,32;2,292883953
20190130;61,54;0,554018038
20190131;60,84;-1,14399025
20190201;62,75;3,091111062
20190204;62,51;-0,383203407
20190205;61,98;-0,851479158
20190206;62,69;1,139019293
20190207;61,63;-1,705318031
20190208;62,1;0,759722397
20190211;61,51;-0,954622572
20190212;62,42;1,468597362
20190213;63,61;1,888495385
20190214;64,57;1,497921595
20190215;66,25;2,568555823
20190218;66,5;0,37664828
20190219;66,45;-0,07521625
20190220;67,08;0,94361518
20190221;67,07;-0,014908684
20190222;67,12;0,074521205
20190225;64,76;-3,579393335
20190226;65,21;0,69247026
20190227;66,58;1,84937816
20190228;66,31;-0,406351677
20190301;65,07;-1,887710187
20190304;65,67;0,91785867
20190305;65,86;0,288907675
20190306;65,99;0,197193845
20190307;66,3;0,46866818
20190308;65,74;-0,848232896
20190311;66,58;1,269666391
20190312;66,67;0,135084448
20190313;67,55;1,311298778
20190314;67,23;-0,474848793
20190315;67,16;-0,104174427
20190318;67,54;0,564218275
20190319;67,61;0,103588615
20190320;68,5;1,307784417
20190321;67,86;-0,938698591
20190322;67,03;-1,230647899
20190325;67,21;0,268176561
20190326;67,97;1,124438538
20190327;67,83;-0,20618564
20190328;67,1;-0,208426456
20190329;67,58;0,712803731
20190401;69,01;2,093934035
