Date;Prices;Returns
20111011;12,021;-0,467509033
20111012;12,055;0,280767615
20111013;11,604;-3,809984623
20111014;11,728;1,062298739
20111017;11,649;-0,674701355
20111018;11,604;-0,387597384
20111019;11,289;-2,756079958
20111020;11,480;1,682375158
20111021;11,672;1,65453896
20111024;11,875;1,722530628
20111025;11,728;-1,241066049
20111026;11,401;-2,825321877
20111027;11,751;3,017260515
20111028;11,739;-0,095923269
20111031;11,458;-2,428482626
20111101;11,120;-2,994235662
20111102;10,692;-3,926124082
20111103;10,917;2,085581328
20111104;10,613;-2,825933731
20111107;11,210;5,473746258
20111108;11,379;1,496287268
20111109;11,142;-2,101127821
20111110;11,063;-0,710302327
20111111;11,401;3,009254149
20111114;11,334;-0,594649919
20111115;11,300;-0,29865627
20111116;11,120;-1,608074853
20111117;10,872;-2,254193809
20111118;10,534;-3,158157205
20111121;10,027;-4,932506656
20111122;10,252;2,222313678
20111123;9,509;-7,529210491
20111124;8,889;-6,738617375
20111125;8,686;-2,307794728
20111128;9,002;3,56725722
20111129;8,990;-0,125234832
20111130;9,407;4,53231274
20111201;8,934;-5,160850322
20111202;8,810;-1,396848109
20111205;8,236;-6,74412808
20111206;8,247;0,136705421
20111207;8,123;-1,514137668
20111208;8,607;5,792865188
20111209;8,833;2,584123118
20111212;8,502;-3,820550918
20111213;7,946;-6,755815101
20111214;7,327;-8,116340711
20111215;7,679;4,698373
20111216;7,626;-0,697839538
20111219;7,882;3,306086226
20111220;9,527;18,9522308
20111221;8,929;-6,48375195
20111222;8,630;-3,406655456
20111223;8,779;1,717833654
20111228;8,299;-5,630004469
20111229;7,754;-6,789033554
20111230;7,818;0,823049914
20120103;7,049;-10,35406789
20120104;7,017;-0,455581654
20120105;7,177;2,257432204
20120106;7,049;-1,80185055
20120109;7,263;2,985296315
20120110;7,615;4,738862224
20120111;7,519;-1,270306426
20120112;7,679;2,108300156
20120113;7,466;-2,821061549
20120116;7,188;-3,790541259
20120117;7,188;0
20120118;7,316;1,767350862
20120119;7,818;6,63616757
20120120;7,765;-0,685403643
20120123;7,594;-2,225404773
20120124;8,021;5,473322196
20120125;8,106;1,059612563
20120126;8,267;1,957009619
20120127;8,747;5,651221026
20120130;8,299;-5,264373349
20120131;8,587;3,415891881
20120201;9,036;5,092009043
20120202;9,335;3,256101605
20120203;9,078;-2,784402617
20120206;9,292;2,325686216
20120207;9,335;0,458716401
20120208;8,907;-4,68469733
20120209;8,544;-4,162167469
20120210;8,459;-1,005033585
20120213;8,181;-3,337922207
20120214;8,662;5,708588437
20120215;8,929;3,036055897
20120216;9,612;7,376615024
20120217;9,901;2,955880224
20120220;9,367;-5,544657319
20120221;9,826;4,786667767
20120222;9,794;-0,326619779
20120223;9,463;-3,439052165
20120224;10,072;6,234933203
20120227;10,157;0,844777991
20120228;9,634;-5,289954248
20120229;9,142;-5,234414392
20120301;9,474;3,557460617
20120302;9,666;2,008996139
20120305;9,442;-2,347788106
20120306;9,121;-3,452586885
20120307;9,185;0,700119546
20120308;9,014;-1,877989465
20120309;8,640;-4,235357754
20120312;8,384;-3,011519928
20120313;8,331;-0,63897981
20120314;8,683;4,143718986
20120315;8,555;-1,487016248
20120316;8,299;-3,04205967
20120319;8,320;0,25706955
20120320;7,669;-8,154147682
20120321;7,936;3,422647567
20120322;7,337;-7,83617525
20120323;7,498;2,15991118
20120326;7,466;-0,428266179
20120327;7,754;3,789927259
20120328;7,669;-1,108044578
20120329;7,316;-4,705073079
20120330;7,604;3,865907315
20120402;6,771;-11,6028957
20120403;6,932;2,338376227
20120404;6,633;-4,410163477
20120405;7,273;9,223122422
20120410;7,380;1,457751762
20120411;7,519;1,863853239
20120412;7,669;1,969121289
20120413;7,743;0,970208581
20120416;7,380;-4,803183109
20120417;7,658;3,693601683
20120418;7,818;2,070467336
20120419;7,957;1,760370442
20120420;7,946;-0,134318355
20120423;7,669;-3,557146578
20120424;7,679;0,139178867
20120425;7,637;-0,557881503
20120426;7,839;2,622648592
20120427;7,861;0,272109011
20120430;8,117;3,208831455
20120501;8,085;-0,395517984
20120502;7,711;-4,733811454
20120503;7,647;-0,834497193
20120504;7,156;-6,640245458
20120507;7,177;0,298062814
20120508;7,316;1,916049774
20120509;7,252;-0,87977107
20120510;7,220;-0,442805152
20120511;7,305;1,176484158
20120514;7,135;-2,366974409
20120515;7,017;-1,660415505
20120516;7,070;0,758153745
20120517;7,017;-0,758153745
20120518;6,889;-1,843370169
20120521;7,177;4,100802373
20120522;7,476;4,082199452
20120523;7,263;-2,898753687
20120524;7,370;1,459879942
20120525;7,380;0,144822618
20120528;7,263;-1,60470256
20120529;7,092;-2,381064869
20120530;6,942;-2,130978659
20120531;6,793;-2,177379955
20120601;6,910;1,714773116
20120604;6,910;0
20120605;6,910;0
20120606;6,889;-0,309597771
20120607;6,985;1,385703466
20120608;7,145;2,267670867
20120611;7,156;0,149365226
20120612;7,188;0,446761726
20120613;7,263;1,034746853
20120614;7,402;1,893720102
20120615;7,818;5,475051477
20120618;7,925;1,356872921
20120619;8,117;2,396919011
20120620;8,021;-1,191278152
20120621;8,085;0,795760167
20120622;8,726;7,627584142
20120625;8,608;-1,355535235
20120626;8,608;0
20120627;8,512;-1,122906372
20120628;8,534;0,250626698
20120629;8,843;3,565220862
20120702;8,705;-1,582504114
20120703;8,907;2,304528912
20120704;8,865;-0,480770157
20120705;8,929;0,720291229
20120706;8,619;-3,530494481
20120709;8,555;-0,74627212
20120710;8,491;-0,751883241
20120711;8,438;-0,630916919
20120712;8,181;-3,085077572
20120713;8,171;-0,130633591
20120716;8,085;-1,051258039
20120717;8,203;1,442647971
20120718;7,637;-7,150719045
20120719;7,348;-3,849370476
20120720;7,626;3,709412441
20120723;7,615;-0,140154193
20120724;7,690;0,97697916
20120725;7,327;-4,837358428
20120726;7,455;1,734147504
20120727;7,391;-0,863314714
20120730;7,038;-4,886242112
20120731;7,402;5,030646469
20120801;7,444;0,575541157
20120802;7,562;1,565868293
20120803;7,594;0,422833611
20120806;7,690;1,257878221
20120807;7,818;1,652930195
20120808;7,733;-1,098912158
20120809;7,637;-1,250884969
20120810;7,701;0,835659459
20120813;8,010;3,943406925
20120814;8,181;2,110896321
20120815;8,000;-2,244318622
20120816;8,235;2,894939005
20120817;8,235;0
20120820;8,171;-0,781253974
20120821;8,459;3,468555799
20120822;8,576;1,379332213
20120823;8,715;1,605964102
20120824;8,726;0,12247399
20120827;8,715;-0,12247399
20120828;8,523;-2,230575751
20120829;8,245;-3,312404743
20120830;8,213;-0,389358052
20120831;8,630;4,947108902
20120903;8,822;2,2032715
20120904;8,769;-0,607166407
20120905;8,811;0,486027688
20120906;8,822;0,121138719
20120907;8,950;1,442332696
20120910;8,373;-6,660908013
20120911;8,277;-1,1545991
20120912;8,491;2,54790853
20120913;8,341;-1,776696481
20120914;7,957;-4,719093146
20120917;7,904;-0,673403218
20120918;7,968;0,807541401
20120919;8,074;1,331577598
20120920;8,203;1,574835697
20120921;7,968;-2,906413294
20120924;7,765;-2,579912267
20120925;7,989;2,847650044
20120926;8,149;1,985505331
20120927;8,395;2,969876114
20120928;8,502;1,264239342
20121001;8,491;-0,125707119
20121002;8,406;-1,011386624
20121003;8,106;-3,622647102
20121004;8,160;0,656601177
20121005;8,341;2,200736067
20121008;8,459;1,398624197
20121009;8,427;-0,379507097
20121010;8,245;-2,178177082
20121011;8,341;1,159059981
20121012;8,363;0,255754615
20121015;8,213;-1,804172649
20121016;8,544;3,952075816
20121017;8,843;3,440142672
20121018;8,630;-2,445109586
20121019;8,512;-1,370737973
20121022;8,448;-0,755671102
20121023;8,416;-0,379987791
20121024;8,192;-2,701128849
20121025;8,213;0,260416814
20121026;8,427;2,567535134
20121029;8,630;2,379573768
20121030;8,705;0,862605472
20121031;8,801;1,098241667
20121101;8,598;-2,332825249
20121102;8,662;0,74257767
20121105;8,822;1,832671941
20121106;8,918;1,083695133
20121107;8,790;-1,447552417
20121108;8,843;0,605695371
20121109;8,897;0,602048778
20121112;9,698;8,621073643
20121113;8,982;-7,665271863
20121114;8,459;-6,003026816
20121115;7,615;-10,50799714
20121116;7,370;-3,278982282
20121119;7,167;-2,792246062
20121120;7,199;0,446097394
20121121;7,231;0,4441162
20121122;7,252;0,294985465
20121123;7,487;3,188675948
20121126;7,305;-2,454996941
20121127;7,316;0,146092064
20121128;7,295;-0,292397869
20121129;7,028;-3,728992825
20121130;6,622;-5,948545329
20121203;6,355;-4,115807249
20121204;6,109;-3,942241417
20121205;6,568;7,248327643
20121206;6,825;3,828218657
20121207;7,241;5,924283356
20121210;7,549;4,16726964
20121211;7,293;-3,460552918
20121212;7,200;-1,2757083
20121213;7,118;-1,147788784
20121214;7,015;-1,453513962
20121217;6,882;-1,921714719
20121218;7,118;3,37522868
20121219;7,426;4,237922297
20121220;7,580;2,053460244
20121221;7,406;-2,330468732
20121224;7,313;-1,256122587
20121227;7,241;-0,98801086
20121228;6,892;-4,942866584
20121231;6,851;-0,597909106
20130102;6,748;-1,510602743
20130103;6,574;-2,621584213
20130104;6,512;-0,941922192
20130107;6,841;4,92407161
20130108;6,646;-2,894337604
20130109;6,379;-4,101521257
20130110;6,214;-2,61026239
20130111;6,081;-2,172182315
20130114;6,060;-0,338409798
20130115;6,235;2,840625416
20130116;5,803;-7,170305991
20130117;5,762;-0,710482562
20130118;5,249;-9,335131532
20130121;5,084;-3,181182764
20130122;5,598;9,622803209
20130123;4,776;-15,87483891
20130124;4,448;-7,129967758
20130125;4,222;-5,214451351
20130128;4,293;1,688821803
20130129;4,098;-4,652001563
20130130;3,903;-4,879016417
20130131;3,513;-10,53605157
20130201;4,458;23,8233797
20130204;4,437;-0,461894586
20130205;4,540;2,288429383
20130206;4,293;-5,582844955
20130207;4,314;0,477327875
20130208;4,673;8,004270767
20130211;4,602;-1,550418654
20130212;4,704;2,20759517
20130213;5,372;13,271228
20130214;5,392;0,381679853
20130215;5,331;-1,149437943
20130218;5,259;-1,357925813
20130219;4,807;-8,985632912
20130220;5,115;6,213178111
20130221;5,444;6,227692952
20130222;5,331;-2,097312338
20130225;4,694;-12,72204923
20130226;4,417;-6,089818221
20130227;4,591;3,877338593
20130228;5,033;9,184679649
20130301;4,797;-4,807613344
20130304;4,756;-0,860220358
20130305;4,345;-9,035487504
20130306;4,396;1,175101654
20130307;4,437;0,930239266
20130308;4,376;-1,398624197
20130311;4,057;-7,555358137
20130312;3,831;-5,730734526
20130313;3,616;-5,794724405
20130314;3,800;4,987183004
20130315;3,883;2,139118998
20130318;3,646;-6,277640614
20130319;3,605;-1,133156601
20130320;4,078;12,31500572
20130321;4,540;10,73736014
20130322;4,263;-6,303136185
20130325;4,612;7,874436751
20130326;4,745;2,854200334
20130327;5,084;6,899287149
20130328;4,941;-2,869049246
20130402;5,074;2,666824708
20130403;5,054;-0,40568007
20130404;5,177;2,409755158
20130405;5,331;2,932761509
20130408;5,341;0,192492841
20130409;4,910;-8,421807908
20130410;4,417;-10,58255238
20130411;4,468;1,15608224
20130412;4,899;9,21704598
20130415;4,889;-0,209863666
20130416;3,174;-43,20765773
20130417;2,825;-11,65701792
20130418;3,153;11,00766499
20130419;3,246;2,8894466
20130422;2,968;-8,931552547
20130423;3,164;6,367309486
20130424;3,102;-1,96727656
20130425;3,051;-1,669487857
20130426;3,194;4,606077338
20130429;3,410;6,534205674
20130430;3,205;-6,213178111
20130501;2,989;-6,967992064
20130502;3,174;6,001800973
20130503;3,883;20,15529187
20130506;4,016;3,381336437
20130507;3,842;-4,445176257
20130508;3,585;-6,918387521
20130509;3,893;8,246428288
20130510;3,472;-11,44903096
20130513;3,359;-3,308572459
20130514;3,616;7,36710047
20130515;3,739;3,352269204
20130516;3,800;1,6349138
20130517;3,636;-4,42060925
20130520;3,698;1,680711832
20130521;3,657;-1,11733006
20130522;3,410;-6,979576194
20130523;3,492;2,381064869
20130524;3,657;4,598511324
20130527;3,595;-1,699757637
20130528;3,749;4,19641991
20130529;3,852;2,702867239
20130530;3,924;1,849458264
20130531;4,057;3,346515629
20130603;4,026;-0,762392511
20130604;4,067;1,015237146
20130605;4,016;-1,270665127
20130606;4,109;2,275698712
20130607;4,232;2,955880224
20130610;4,150;-1,960847139
20130611;4,314;3,883983332
20130612;4,622;6,899287149
20130613;4,530;-2,020270732
20130614;4,899;7,847161544
20130617;4,704;-4,064730677
20130618;4,828;2,586351059
20130619;4,509;-6,823328163
20130620;4,550;0,907035697
20130621;4,499;-1,135085967
20130624;4,232;-6,119556103
20130625;4,396;3,809984623
20130626;4,540;3,21866865
20130627;4,550;0,225988797
20130628;4,324;-5,093693636
20130701;4,355;0,710062155
20130702;4,406;1,17234637
20130703;4,817;8,914584952
20130704;4,673;-3,03053495
20130705;4,406;-5,884050002
20130708;4,355;-1,17234637
20130709;4,283;-1,664723343
20130710;4,160;-2,919915469
20130711;4,201;0,982808894
20130712;4,150;-1,230027808
20130715;4,160;0,247218915
20130716;4,242;1,956052585
20130717;4,242;0
20130718;4,242;0
20130719;4,304;1,442332696
20130722;4,324;0,476191376
20130723;4,376;1,180651259
20130724;4,417;0,934586242
20130725;4,417;0
20130726;4,448;0,695251931
20130729;4,448;0
20130730;4,406;-0,928080907
20130731;4,458;1,158761517
20130801;4,468;0,230149699
20130802;4,519;1,142869582
20130805;4,550;0,679504313
20130806;4,643;2,011240979
20130807;4,581;-1,336322781
20130808;4,653;1,557317346
20130809;4,581;-1,557317346
20130812;4,448;-2,958122402
20130813;4,427;-0,46296379
20130814;4,489;1,382510499
20130815;4,489;0
20130816;4,489;0
20130819;4,458;-0,6888661
20130820;4,478;0,459770925
20130821;4,499;0,457666703
20130822;4,653;3,367321511
20130823;4,561;-2,006756305
20130826;4,550;-0,225479239
20130827;4,673;2,672764891
20130828;4,735;1,310062405
20130829;4,725;-0,217155351
20130830;4,694;-0,654309859
20130902;4,632;-1,321605139
20130903;4,540;-2,015745742
20130904;4,694;3,337350882
20130905;5,115;8,591668613
20130906;5,475;6,792134714
20130909;5,475;0
20130910;5,290;-3,43545235
20130911;5,423;2,492938304
20130912;5,783;6,418334443
20130913;5,557;-3,986034929
20130916;5,629;1,28560081
20130917;5,834;3,584613177
20130918;5,680;-2,67634172
20130919;5,505;-3,122384045
20130920;5,505;0
20130923;5,577;1,297515886
20130924;5,536;-0,739374902
20130925;5,547;0,185356865
20130926;5,639;1,652930195
20130927;5,536;-1,83828706
20130930;5,177;-6,713930284
20131001;5,290;2,159063259
20131002;5,423;2,492938304
20131003;5,341;-1,526747213
20131004;5,249;-1,745922137
20131007;5,105;-2,777956411
20131008;5,002;-2,032590301
20131009;4,930;-1,447801918
20131010;4,899;-0,626961301
20131011;4,745;-3,195159981
20131014;4,951;4,237922297
20131015;5,095;2,863181267
20131016;5,485;7,381991224
20131017;5,321;-3,04205967
20131018;5,269;-0,969939709
20131021;4,715;-11,12256351
20131022;4,838;2,580788396
20131023;4,745;-1,929320293
20131024;4,797;1,076436659
20131025;5,146;7,027684342
20131028;4,961;-3,658944743
20131029;5,228;5,24313629
20131030;5,105;-2,385799045
20131031;4,941;-3,272275599
20131101;4,745;-4,030237902
20131104;4,684;-1,307208157
20131105;4,930;5,129329439
20131106;4,910;-0,417537141
20131107;4,930;0,417537141
20131108;4,612;-6,676321616
20131111;4,735;2,637515525
20131112;4,776;0,863936259
20131113;4,776;0
20131114;4,715;-1,298719553
20131115;4,622;-1,98026273
20131118;4,468;-3,390155168
20131119;4,540;1,596385099
20131120;4,612;1,571300566
20131121;4,530;-1,79780123
20131122;4,550;0,45248946
20131125;4,519;-0,679504313
20131126;4,612;2,024816083
20131127;4,591;-0,446429313
20131128;4,550;-0,898882457
20131129;4,478;-1,59275267
20131202;4,622;3,160533942
20131203;4,602;-0,445435035
20131204;4,602;0
20131205;4,766;3,509131981
20131206;4,920;3,181604518
20131209;5,030;2,211145361
20131210;5,150;2,357673056
20131211;5,010;-2,756079958
20131212;5,020;0,199401861
20131213;4,920;-2,01214032
20131216;4,790;-2,677811908
20131217;5,010;4,490550367
20131218;4,990;-0,400000533
20131219;5,030;0,798407435
20131220;4,870;-3,232604702
20131223;4,880;0,205128277
20131224;5,010;2,629069523
20131227;5,030;0,398406901
20131230;5,020;-0,199005041
20131231;4,950;-1,404235712
20140102;4,83;-2,454110892
20140103;4,81;-0,414938355
20140106;4,72;-1,888828452
20140107;4,76;0,843886865
20140108;4,65;-2,338044864
20140109;4,58;-1,516822147
20140110;4,6;0,435730537
20140113;4,7;2,150620522
20140114;4,91;4,371143309
20140115;4,9;-0,203873669
20140116;5,15;4,976150956
20140117;5,15;0
20140120;5;-2,955880224
20140121;5,11;2,176149178
20140122;5,2;1,745922137
20140123;5,1;-1,941808586
20140124;5,34;4,598511324
20140127;5,45;2,03899557
20140128;5,6;2,715098907
20140129;5,57;-0,53715438
20140130;5,78;3,700862875
20140131;5,59;-3,342439552
20140203;5,91;5,566654425
20140204;5,91;0
20140205;6,16;4,143094613
20140206;6,54;5,986038792
20140207;6,52;-0,306278953
20140210;6,49;-0,461184522
20140211;6,33;-2,496229456
20140212;6,44;1,722830396
20140213;6,47;0,46475684
20140214;6,68;3,194187904
20140217;6,9;3,240342405
20140218;6,84;-0,873367997
20140219;7,01;2,454996941
20140220;7,08;0,993620666
20140221;7,23;2,096512847
20140224;7,1;-1,814425212
20140225;6,31;-11,79591075
20140226;6,58;4,189906878
20140227;6,59;0,151860318
20140228;7,15;8,155900819
20140303;6,7;-6,500483031
20140304;6,9;2,941388521
20140305;6,86;-0,581396987
20140306;6,88;0,291121021
20140307;6,98;1,443026483
20140310;6,97;-0,1433692
20140311;6,9;-1,009381317
20140312;6,58;-4,748666627
20140313;6,51;-1,069528912
20140314;6,37;-2,173998664
20140317;5,95;-6,820825003
20140318;5,83;-2,03742192
20140319;6,06;3,869279972
20140320;6,08;0,32948959
20140321;6,25;2,757676777
20140324;5,93;-5,255725074
20140325;5,93;0
20140326;5,87;-1,016957917
20140327;5,24;-11,35331355
20140328;4,4;-17,47169574
20140331;4,7;6,595796779
20140401;5,1;8,167803101
20140402;4,89;-4,204823624
20140403;4,91;0,408163832
20140404;4,74;-3,52368061
20140407;5,03;5,93828484
20140408;4,91;-2,414604231
20140409;4,99;1,616196796
20140410;5,17;3,543677876
20140411;5,37;3,795522
20140414;5,29;-1,500966265
20140415;5,59;5,51610413
20140416;5,51;-1,4414664
20140417;5,6;1,620197458
20140422;5,73;2,294893299
20140423;5,72;-0,174672533
20140424;5,77;0,870327513
20140425;5,12;-11,95176415
20140428;5,26;2,69765877
20140429;5,46;3,731776301
20140430;5,46;0
20140501;5,46;0
20140502;5,24;-4,112729142
20140505;5,27;0,570886422
20140506;5,28;0,189573516
20140507;5,18;-1,912104145
20140508;5,19;0,192864091
20140509;5,3;2,097312338
20140512;5,36;1,125715452
20140513;5,34;-0,373832211
20140514;5,16;-3,428907348
20140515;4,83;-6,609011183
20140516;4,85;0,413223728
20140519;4,75;-2,08340869
20140520;4,89;2,904768544
20140521;5,17;5,568038503
20140522;5,21;0,770716724
20140523;5,17;-0,770716724
20140526;5,14;-0,581960905
20140527;5,22;1,544432243
20140528;5,25;0,573067471
20140529;5,25;0
20140530;5,1;-2,898753687
20140602;5,19;1,749315745
20140603;5,48;5,437140378
20140604;5,44;-0,732604009
20140605;5,58;2,540971553
20140606;5,48;-1,808367543
20140609;5,57;1,628995298
20140610;5,53;-0,72072384
20140611;5,4;-2,378886196
20140612;5,59;3,45803336
20140613;5,71;2,12397365
20140616;5,68;-0,526779093
20140617;5,75;1,224862208
20140618;5,7;-0,873367997
20140619;5,59;-1,948688767
20140620;5,7;1,948688767
20140623;5,84;2,4264622
20140624;5,79;-0,859850526
20140625;5,75;-0,693243678
20140626;5,75;0
20140627;5,81;1,038071605
20140630;5,86;0,856903273
20140701;6,05;3,190866845
20140702;6,11;0,986850114
20140703;6,03;-1,317976244
20140704;5,69;-5,80367626
20140707;5,58;-1,952147175
20140708;5,77;3,348330413
20140709;5,83;1,034491984
20140710;5,7;-2,255082552
20140711;5,76;1,047129987
20140714;5,9;2,40148762
20140715;5,96;1,011813017
20140716;6,06;1,6639319
20140717;6,17;1,798903784
20140718;6,02;-2,46115786
20140721;6,08;0,991743666
20140722;6,19;1,793039072
20140723;6,19;0
20140724;6,07;-1,957648163
20140725;6,15;1,309347675
20140728;6,21;0,970881413
20140729;6,05;-2,61026239
20140730;6,15;1,639380978
20140731;6,23;1,292425098
20140801;6,29;0,958473791
20140804;6,25;-0,637960696
20140805;6,22;-0,4811557
20140806;6,23;0,160642605
20140807;5,96;-4,430585172
20140808;5,99;0,502093105
20140811;6,15;2,636066969
20140812;6,13;-0,325733187
20140813;6,25;1,93867138
20140814;6,25;0
20140815;6,4;2,371652662
20140818;6,36;-0,626961301
20140819;6,46;1,560094044
20140820;6,44;-0,310077768
20140821;6,37;-1,092907053
20140822;6,38;0,156862777
20140825;6,35;-0,471328445
20140826;6,32;-0,473560475
20140827;6,38;0,94488892
20140828;6,46;1,246122044
20140829;6,41;-0,777004686
20140901;6,42;0,155884677
20140902;6,41;-0,155884677
20140903;6,34;-1,098050248
20140904;6,13;-3,36840185
20140905;6,28;2,417523053
20140908;6,29;0,159109023
20140909;6,14;-2,413632855
20140910;6,1;-0,653597098
20140911;6,12;0,327332534
20140912;6,06;-0,985229644
20140915;5,93;-2,168558707
20140916;5,81;-2,044364215
20140917;5,9;1,537178005
20140918;5,99;1,513906122
20140919;6,03;0,665559861
20140922;6;-0,498754151
20140923;5,67;-5,657035149
20140924;5,82;2,6111144
20140925;5,82;0
20140926;5,93;1,872395127
20140929;5,77;-2,735213249
20140930;5,84;1,205871632
20141001;5,81;-0,515022598
20141002;5,69;-2,087032273
20141003;5,68;-0,175901541
20141006;5,68;0
20141007;5,73;0,876429799
20141008;6,05;5,434274132
20141009;6,12;1,150382448
20141010;6,04;-1,315808458
20141013;6,06;0,330578813
20141014;6,08;0,32948959
20141015;6,15;1,144738584
20141016;6,21;0,970881413
20141017;6,13;-1,2966146
20141020;6,14;0,162999221
20141021;6,18;0,649352931
20141022;6,23;0,805806133
20141023;6,34;1,750243565
20141024;6,41;1,098050248
20141027;6,29;-1,889820022
20141028;6,16;-2,088429317
20141029;6,42;4,134134016
20141030;6,42;0
20141031;6,35;-1,09633048
20141103;6,58;3,557993243
20141104;6,49;-1,377221462
20141105;6,65;2,435432395
20141106;6,63;-0,301205047
20141107;6,76;1,941808586
20141110;6,72;-0,593473552
20141111;6,8;1,183445765
20141112;6,85;0,732604009
20141113;6,79;-0,87977107
20141114;6,62;-2,535557162
20141117;6,9;4,142604165
20141118;7,02;1,724180643
20141119;7,04;0,284495213
20141120;6,96;-1,142869582
20141121;7;0,573067471
20141124;7,05;0,711746777
20141125;7,12;0,98801086
20141126;7,19;0,978344631
20141127;7,09;-1,400583119
20141128;7,04;-0,707717037
20141201;7,07;0,425230974
20141202;6,85;-3,161182763
20141203;6,89;0,582243275
20141204;6,84;-0,728335339
20141205;6,66;-2,666824708
20141208;6,66;0
20141209;6,74;1,194044037
20141210;6,65;-2,817087697
20141211;6,83;2,670781891
20141212;6,75;-1,17821687
20141215;6,98;3,350641189
20141216;7;0,286123228
20141217;7,07;0,995033085
20141218;7,12;0,704724552
20141219;7,16;0,560225555
20141222;7,19;0,418119076
20141223;7,34;2,064767089
20141224;7,46;1,621657159
20141229;7,34;-1,621657159
20141230;7,3;-0,546449447
20141231;7,34;0,546449447
20150102;7,09;-3,465350208
20150105;6,99;-1,42047843
20150106;6,86;-1,877311451
20150107;6,87;0,14566645
20150108;6,9;0,435730537
20150109;6,8;-1,459879942
20150112;6,8;0
20150113;7,38;8,185102643
20150114;7,25;-1,777216975
20150115;7,21;-0,553251757
20150116;7,22;0,138600161
20150119;7,3;1,101939525
20150120;7,25;-0,687287929
20150121;7,41;2,182897044
20150122;6,84;-8,004270767
20150123;6,88;0,583092031
20150126;6,93;0,724116126
20150127;6,91;-0,289017542
20150128;7,02;1,579358026
20150129;7,12;1,414450739
20150130;7,15;0,420463128
20150202;7,2;0,696866932
20150203;7,13;-0,97697916
20150204;7;-1,840108537
20150205;7,07;0,995033085
20150206;7,02;-0,709726187
20150209;6,99;-0,428266179
20150210;7,18;2,681882681
20150211;7,31;1,79438907
20150212;7,47;2,165172538
20150213;7,71;3,162318843
20150216;7,72;0,129617646
20150217;7,54;-2,359218202
20150218;7,56;0,264900817
20150219;7,41;-2,004075088
20150220;7,38;-0,40568007
20150223;7,76;5,020869558
20150224;7,52;-3,141619623
20150225;7,45;-0,935210557
20150226;7,12;-4,530630697
20150227;7,15;0,420463128
20150302;7;-2,120220765
20150303;6,78;-3,19330471
20150304;7,08;4,329680575
20150305;6,8;-4,035129552
20150306;6,85;0,732604009
20150309;6,73;-1,767350862
20150310;6,87;2,058896258
20150311;6,81;-0,877198607
20150312;6,46;-5,276280237
20150313;6,51;0,771013843
20150316;6,54;0,459770925
20150317;6,78;3,603993648
20150318;6,79;0,147383962
20150319;6,72;-1,036278704
20150320;7,09;5,359718601
20150323;7,09;0
20150324;7,08;-0,141143284
20150325;7,01;-0,993620666
20150326;6,99;-0,28571448
20150327;6,81;-2,608843608
20150330;6,93;1,746769304
20150331;6,97;0,575541157
20150401;7,19;3,107594696
20150402;7,19;0
20150407;7,15;-0,557881503
20150408;7,16;0,139762427
20150409;7,05;-1,548236415
20150410;6,98;-0,997870005
20150413;6,84;-2,026118514
20150414;6,84;0
20150415;6,89;0,728335339
20150416;6,91;0,289855275
20150417;6,88;-0,435098583
20150420;7,17;4,128700267
20150421;7,12;-0,699792919
20150422;7,12;0
20150423;7,29;2,35958206
20150424;7,32;0,410678195
20150427;7,19;-1,791915624
20150428;7,39;2,743656323
20150429;7,5;1,477528558
20150430;7,43;-0,937716181
20150501;7,52;1,204027923
20150504;7,62;1,321023174
20150505;7,59;-0,394477829
20150506;7,57;-0,263852396
20150507;7,47;-1,32980683
20150508;7,57;1,32980683
20150511;7,66;1,18189163
20150512;7,63;-0,392413846
20150513;7,68;0,653170186
20150514;7,59;-1,178795575
20150515;7,62;0,394477829
20150518;7,63;0,13114756
20150519;7,4;-3,060784509
20150520;7,38;-0,27063616
20150521;7,33;-0,679812271
20150522;7,34;0,136332673
20150525;7,39;0,678889233
20150526;7,26;-1,774790612
20150527;7,21;-0,691087754
20150528;7,22;0,138600161
20150529;7,36;1,920497984
20150601;7,28;-1,092907053
20150602;7,48;2,710192978
20150603;7,52;0,533334598
20150604;7,43;-1,204027923
20150605;7,44;0,134499012
20150608;7,48;0,536194314
20150609;7,6;1,591545531
20150610;7,62;0,262812241
20150611;7,54;-1,055418768
20150612;7,64;1,317542116
20150615;7,55;-1,185003992
20150616;7,45;-1,333353087
20150617;7,5;0,668898815
20150618;7,48;-0,267022856
20150619;7,44;-0,536194314
20150622;7,5;0,80321717
20150623;7,52;0,266311742
20150624;7,51;-0,133067219
20150625;7,61;1,32277061
20150626;7,55;-0,791560861
20150629;7,37;-2,412985706
20150630;7,46;1,213770801
20150701;7,5;0,534760633
20150702;7,46;-0,534760633
20150703;7,45;-0,134138182
20150706;7,39;-0,808629743
20150707;7,47;1,076726418
20150708;7,46;-0,133958493
20150709;7,49;0,401338331
20150710;7,62;1,720757217
20150713;7,8;2,3347364
20150714;7,74;-0,772204609
20150715;7,77;0,386847678
20150716;7,67;-1,2953549
20150717;7,75;1,037622799
20150720;7,99;3,049791641
20150721;7,97;-0,250626698
20150722;7,97;0
20150723;8,09;1,494423827
20150724;8,02;-0,869030919
20150727;8,03;0,124610608
20150728;8,03;0
20150729;8,07;0,496895432
20150730;7,89;-2,255734742
20150731;7,88;-0,126823099
20150803;7,96;1,010109599
20150804;7,91;-0,630121808
20150805;7,84;-0,888894742
