2.480000	1.229195	32.30000	142.2000	22.20000	34.80000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.400000	1.230758	32.40000	139.3000	22.10000	35.50000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.800000	1.226674	32.80000	138.4000	22.10000	36.00000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.960000	1.226781	33.20000	139.7000	22.20000	36.80000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.900000	1.228362	33.10000	138.7000	22.20000	37.30000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.390000	1.227560	32.60000	139.4000	22.30000	37.40000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.440000	1.228665	32.30000	140.3000	22.40000	36.50000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	0.000000
3.500000	1.230806	33.00000	140.0000	22.30000	35.20000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000
3.760000	1.231208	33.20000	140.4000	22.40000	35.20000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000
3.980000	1.230522	32.90000	140.7000	22.50000	34.90000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000
4.000000	1.231955	32.70000	141.8000	22.50000	35.10000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000
3.990000	1.232612	32.80000	143.6000	22.50000	37.30000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
