Date;Brent Price;Carbon Price
20180403;68,12;13,3
20180404;68,02;13,06
20180405;68,33;12,64
20180406;67,11;12,99
20180409;68,65;13,33
20180410;71,04;13,38
20180411;72,06;13,43
20180412;72,02;13,59
20180413;72,58;13,94
20180416;71,42;14
20180417;71,58;13,74
20180418;73,48;13,89
20180419;73,78;13,46
20180420;74,06;13,05
20180423;74,71;12,89
20180424;73,86;13,23
20180425;73,23;13,26
20180426;73,88;13,49
20180427;73,79;13,56
20180430;74,69;13,59
20180501;73,13;13,39
20180502;73,36;13,06
20180503;73,62;12,96
20180504;74,87;13,02
20180507;76,17;13,62
20180508;74,85;13,6
20180509;77,21;14
20180510;77,47;14,61
20180511;77,12;14,63
20180514;78,23;14,64
20180515;78,43;14,32
20180516;79,28;15,18
20180517;79,3;15,3
20180518;78,51;15,25
20180521;79,22;15,56
20180522;79,57;15,95
20180523;79,8;16,01
20180524;78,79;16,29
20180525;76,44;16
20180528;75,3;16,31
20180529;75,39;16,3
20180530;77,72;15,84
20180531;77,56;14,91
20180601;76,79;15,29
20180604;75,29;16,13
20180605;75,38;15,77
20180606;75,36;15,93
20180607;77,32;16
20180608;76,46;15,82
20180611;76,46;15,49
20180612;75,88;15,15
20180613;76,74;15,31
20180614;75,94;14,91
20180615;73,44;14,53
20180618;75,34;14,6
20180619;75,08;14,24
20180620;74,74;14,5
20180621;73,05;14,81
20180622;75,55;15,12
20180625;74,73;15,03
20180626;76,31;15,03
20180627;77,46;15,26
20180628;77,61;15
20180629;79,23;14,99
20180702;77,3;15,07
20180703;77,76;15,1
20180704;78,24;15,52
20180705;77,39;15,68
20180706;77,11;15,7
20180709;78,07;16
20180710;78,86;16,05
20180711;73,4;16,32
20180712;74,45;16,09
20180713;75,33;16,06
20180716;71,84;15,93
20180717;72,16;16,08
20180718;72,9;16,41
20180719;72,58;16,86
20180720;73,07;17,07
20180723;73,06;17,39
20180724;73,44;17,1
20180725;73,93;17,34
20180726;74,54;17,29
20180727;74,29;17,12
20180730;74,97;17,05
20180731;74,25;17,4
20180801;72,39;17,78
20180802;73,45;17,64
20180803;73,21;17,68
20180806;73,75;17,57
20180807;74,65;17,51
20180808;72,28;17,4
20180809;72,07;17,6
20180810;72,81;17,89
20180813;72,61;18,06
20180814;72,46;18,16
20180815;70,76;18,09
20180816;71,43;17,99
20180817;71,83;18,14
20180820;72,21;18,49
20180821;72,63;19,31
20180822;74,78;19,8
20180823;74,73;20,38
20180824;75,82;20,69
20180827;76,21;21,3
20180828;75,95;20,69
20180829;77,46;21,06
20180830;78,02;21,16
20180831;77,64;21,09
20180903;78,15;20,17
20180904;78,17;20,18
20180905;77,27;20,37
20180906;76,5;21,47
20180907;76,83;23,22
20180910;77,37;25,23
20180911;79,06;24,18
20180912;79,74;22,95
20180913;78,18;18,9
20180914;78,09;19,97
20180917;78,05;20,94
20180918;79,03;20,23
20180919;79,4;21,47
20180920;78,7;22,03
20180921;78,8;22,13
20180924;81,2;22,43
20180925;81,87;21,25
20180926;81,34;20,24
20180927;81,38;20,83
20180928;82,73;21,21
20181001;84,98;21,37
20181002;84,8;20,98
20181003;86,29;21,18
20181004;84,58;21,34
20181005;84,16;22,16
20181008;83,91;21,94
20181009;85;20,79
20181010;83,09;19,46
20181011;80,26;19,87
20181012;80,43;20,37
20181015;80,78;18,58
20181016;81,41;19,29
20181017;80,05;19,27
20181018;79,29;19,74
20181019;79,78;19,71
20181022;79,83;19
20181023;76,44;19,23
20181024;76,17;19,61
20181025;76,89;19,08
20181026;77,62;18,28
20181029;77,34;16,68
20181030;75,91;16,02
20181031;75,04;16,36
20181101;72,89;15,62
20181102;72,83;17,08
20181105;73,17;17,23
20181106;72,13;17,57
20181107;72,07;18,62
20181108;70,65;19,56
20181109;70,18;19,5
20181112;70,12;20,5
20181113;65,47;20,14
20181114;66,12;19,73
20181115;66,62;19
20181116;66,76;19,11
20181119;66,79;18,93
20181120;62,53;19,46
20181121;63,48;20,49
20181122;62,6;20,92
20181123;58,8;20,21
20181126;60,48;19,83
20181127;60,21;19,6
20181128;59,09;19,29
20181129;59,91;20,02
20181130;59,46;20,5
20181203;61,69;20,63
20181204;62,08;20,73
20181205;61,56;19,67
20181206;60,06;19,99
20181207;61,67;20,29
20181210;59,97;20,86
20181211;60,2;20,16
20181212;60,15;21,47
20181213;61,45;22,67
20181214;60,28;23,72
20181217;59,61;24,6
20181218;56,26;24,33
20181219;57,24;24,62
20181220;54,35;24,47
20181221;53,82;24,92
20181224;50,47;25,18
20181227;52,73;25,01
20181228;53,21;24,98
20181231;53,8;25,01
20190102;54,91;25,31
20190103;55,95;23,32
20190104;57,06;23,73
20190107;57,33;22,25
20190108;58,72;22,84
20190109;61,44;22,03
20190110;61,68;22,11
20190111;60,48;22,74
20190114;58,99;22,55
20190115;60,64;22,62
20190116;61,32;23,4
20190117;61,18;23,67
20190118;62,7;24,86
20190121;62,74;24,47
20190122;61,5;25,21
20190123;61,14;24,72
20190124;61,09;24,07
20190125;61,64;23,93
20190128;59,93;22,77
20190129;61,32;23,39
20190130;61,54;23,06
20190131;60,84;22,3
20190201;62,75;21,99
20190204;62,51;23,06
20190205;61,98;23,17
20190206;62,69;23,7
20190207;61,63;23,48
20190208;62,1;22,37
20190211;61,51;22,4
20190212;62,42;20,7
20190213;63,61;20,94
20190214;64,57;19,78
20190215;66,25;20,42
20190218;66,5;20,01
20190219;66,45;20,21
20190220;67,08;20,48
20190221;67,07;18,8
20190222;67,12;18,94
20190225;64,76;19,24
20190226;65,21;19,66
20190227;66,58;21,27
20190228;66,31;21,69
20190301;65,07;22,28
20190304;65,67;23,13
20190305;65,86;22,94
20190306;65,99;22,13
20190307;66,3;23,27
20190308;65,74;23,02
20190311;66,58;22,28
20190312;66,67;22,33
20190313;67,55;22,28
20190314;67,23;22,74
20190315;67,16;22,47
20190318;67,54;21,82
20190319;67,61;21,12
20190320;68,5;21,64
20190321;67,86;20,94
20190322;67,03;20,67
20190325;67,21;20,94
20190326;67,97;21,54
20190327;67,83;21,85
20190328;67,1;22,26
20190329;67,58;21,54
20190401;69,01;21,91
20190402;69,37;22,01
20190403;69,31;23,16
20190404;69,4;24,44
20190405;70,34;24,6
20190408;71,1;24,31
20190409;70,61;25,53
20190410;71,73;26,13
20190411;70,83;27,32
20190412;71,55;26,58
20190415;71,18;26,81
20190416;71,72;27
20190417;71,62;27,46
20190418;71,97;26,89
20190423;74,51;27,53
20190424;74,57;27,4
20190425;74,35;27,28
20190426;71,63;25,85
20190429;71,54;26,38
20190430;72,06;26,29
20190501;72,18;25,78
20190502;70,75;24,7
20190503;70,85;25,2
20190506;71,24;25,33
20190507;69,88;26,4
20190508;70,37;26,91
20190509;70,39;26,5
20190510;70,62;25,62
20190513;70,23;25,03
20190514;71,24;25,89
20190515;71,77;25,97
20190516;72,62;25,57
20190517;72,21;25
20190520;71,97;25,2
20190521;72,18;25,38
20190522;70,99;26,37
20190523;67,76;26,06
20190524;68,69;25,47
20190527;70,11;25,59
20190528;68,67;25,48
20190529;67,87;25,53
20190530;65,33;25,3
20190531;61,99;24,46
20190603;61,28;23,74
20190604;61,97;24,56
20190605;60,63;24,25
20190606;61,67;23,98
20190607;63,29;24,51
20190610;62,29;25,2
20190611;62,29;24,98
20190612;59,97;24,82
20190613;61,31;24,96
20190614;62,01;25,05
20190617;60,94;25,02
20190618;62,14;25,12
20190619;61,82;24,96
20190620;64,45;25,1
20190621;65,2;25,3
20190624;64,86;26,37
20190625;65,05;26,41
20190626;66,49;27,39
20190627;65,67;26,89
20190628;64,74;26,28
20190701;65,06;26,92
20190702;62,4;26,72
20190703;63,82;26,51
20190704;63,3;26,01
20190705;64,23;26,38
20190708;64,11;26,81
20190709;64,16;26,56
20190710;67,01;28,19
20190711;66,52;28,29
20190712;66,72;28,79
20190715;66,48;29,05
20190716;64,35;28,47
20190717;63,66;28,47
20190718;61,93;27,78
20190719;62,47;28,89
20190722;63,26;28,99
20190723;63,83;29,81
20190724;63,18;29,19
20190725;63,39;29,02
20190726;63,46;28,29
20190729;63,71;28,42
20190730;64,72;27,9
20190731;65,05;27,98
20190801;60,5;29,45
20190802;61,89;29,26
20190805;59,81;28,7
20190806;58,94;28,41
20190807;56,23;28,28
20190808;57,38;28,53
20190809;58,53;28,12
20190812;58,57;26,7
20190813;61,3;27,1
20190814;59,48;26,91
20190815;58,23;25,98
20190816;58,64;25,96
20190819;59,74;26,56
20190820;60,03;26,25
20190821;60,3;26,02
20190822;59,92;25,66
20190823;59,34;25,1
20190826;58,7;25,83
20190827;59,51;25,41
20190828;60,49;26,01
20190829;60,49;26,46
20190830;59,25;26,32
20190902;58,66;25,19
20190903;58,26;25,23
20190904;60,7;25,52
20190905;60,95;25,53
20190906;61,54;25,08
20190909;62,59;25,02
20190910;62,38;26,72
20190911;60,81;26,27
20190912;60,38;26,43
20190913;60,22;26,38
20190916;69,02;27,04
20190917;64,55;26,22
20190918;63,6;25,45
20190919;64,4;25,95
20190920;64,28;26,53
20190923;64,77;25,8
20190924;63,1;25,54
20190925;62,39;25,21
20190926;61,74;25,64
20190927;61,04;25,3
20190930;59,25;24,72
20191001;58,89;25,04
20191002;57,69;24,19
20191003;57,71;23,24
20191004;58,37;22,94
20191007;58,35;23,41
20191008;58,24;22,53
20191009;58,32;22,65
20191010;59,1;23,26
20191011;60,51;24,44
20191014;59,35;24,15
20191015;58,74;25,71
20191016;59,42;26,3
20191017;59,91;26,06
20191018;59,42;25,88
20191021;58,96;25,93
20191022;59,7;25,66
20191023;61,17;24,75
20191024;61,67;25,44
20191025;62,02;24,97
20191028;61,57;25,12
20191029;61,59;25,45
20191030;60,61;26
20191031;59,62;25,61
20191101;61,69;25,29
20191104;62,13;25,63
20191105;62,96;25,51
20191106;61,74;24,79
20191107;62,29;24,94
20191108;62,51;24,84
20191111;62,18;24,93
20191112;62,06;24,12
20191113;62,37;24,39
20191114;62,28;23,96
20191115;63,3;23,85
20191118;62,44;23,39
20191119;60,91;23,44
20191120;62,4;24,03
20191121;63,97;23,94
20191122;63,39;24,58
20191125;63,65;24,44
20191126;64,27;24,38
20191127;64,06;25,11
20191128;63,27;25,01
20191129;60,49;25,22
20191202;60,92;24,33
20191203;60,82;24
20191204;63;24,74
20191205;63,39;24,69
20191206;64,39;24,94
20191209;64,25;25,13
20191210;64,34;24,94
20191211;63,72;24,48
20191212;64,2;25,07
20191213;65,22;24,17
20191216;65,34;25,01
20191217;66,1;26,07
20191218;66,17;26,58
20191219;66,54;26,85
20191220;66,14;26,67
20191223;66,39;26,54
20191224;67,2;26,08
20191227;68,16;26,7
20191230;66,67;25,09
20200102;66,25;24,39
20200103;68,6;24,98
20200106;68,91;24,23
20200107;68,27;24,55
20200108;65,44;24,08
20200109;65,37;24,67
20200110;64,98;24,21
20200113;64,2;24,14
20200114;64,49;23,84
20200115;64;24,51
20200116;64,62;24,85
20200117;64,85;25,44
20200120;65,2;25,17
20200121;64,59;24,92
20200122;63,21;25,01
20200123;62,04;24,7
20200124;60,69;24,38
20200127;59,32;24,59
20200128;59,51;24,65
20200129;59,81;23,99
20200130;57,33;23,74
20200131;56,62;23,88
20200203;54,45;23,21
20200204;53,96;23,36
20200205;55,28;23,77
20200206;54,93;23,56
20200207;54,47;23,32
20200210;53,27;23,16
20200211;54,01;23,3
20200212;55,79;23,88
20200213;56,34;24,4
20200214;57,32;24,29
20200217;57,67;25,05
20200218;57,75;25,14
20200219;59,12;25,71
20200220;59,31;25,64
20200221;58,5;25,61
20200224;56,3;24,57
20200225;54,95;24,18
20200226;53,43;24,26
20200227;51,73;23,6
20200228;49,67;23,61
20200302;51,9;23,52
20200303;51,86;23,36
20200304;51,13;23,83
20200305;49,99;23,81
20200306;45,27;23,42
20200309;34,36;23,28
20200310;37,22;24,1
20200311;35,79;23,92
20200312;33,22;22,52
20200313;33,85;21,94
20200316;30,05;19,47
20200317;28,73;18,31
20200318;24,88;15,3
20200319;28,47;16,39
20200320;26,98;16,11
20200323;27,03;15,54
20200324;27,15;16,78
20200325;27,39;17,51
20200326;26,34;17,35
20200327;24,93;16,39
20200330;22,76;17,06
20200331;26,35;17,68
20200401;24,74;17,08
20200402;29,94;18,06
20200403;34,11;17,96
20200406;33,05;20,4
20200407;31,87;20,51
20200408;32,84;21,14
20200409;31,48;21,08
20200414;29,6;19,81
20200415;27,69;19,25
20200416;27,82;20,94
20200417;28,08;21,7
20200420;25,57;21,38
20200421;19,33;19,85
20200422;20,37;20,66
20200423;21,33;21,03
20200424;21,44;20,74
20200427;19,99;20,28
20200428;20,46;20,21
20200429;24,23;20,19
20200430;26,48;19,57
20200501;26,44;18,97
20200504;27,2;19,35
20200505;30,97;19,09
20200506;29,72;19
20200507;29,46;19,54
20200508;30,97;19,35
20200511;29,63;19,07
20200512;29,98;18,52
20200513;29,19;18,67
20200514;31,13;18,84
20200515;32,5;19,17
20200518;34,81;20,34
20200519;34,65;19,97
20200520;35,75;21,26
20200521;36,06;21,18
20200522;35,13;21,4
20200525;35,53;21,59
20200526;36,17;21,6
20200527;34,74;21,33
20200528;36,03;21,26
20200529;37,84;21,4
20200601;38,32;20,97
20200602;39,57;22,07
20200603;39,79;22,08
20200604;39,99;22,21
20200605;42,3;23,24
20200608;40,8;22,71
20200609;41,18;22,48
20200610;41,73;22,91
20200611;38,55;22,27
20200612;38,73;22
20200615;39,72;22,16
20200616;40,96;22,78
20200617;40,71;22,75
20200618;41,51;24,47
20200619;42,19;24,16
20200622;43,08;24,53
20200623;42,63;25,41
20200624;40,31;25,4
20200625;41,05;25,18
20200626;41,02;24,73
20200629;41,71;26,63
20200630;41,27;26,97
20200701;42,03;27,71
20200702;43,14;27,37
20200703;42,8;27,91
20200706;43,1;29,7
20200707;43,08;29,39
20200708;43,29;29,32
20200709;42,35;28,61
20200710;43,24;29,02
20200713;42,72;29,35
20200714;42,9;29,64
20200715;43,79;28,85
20200716;43,37;26,61
20200717;43,14;27,82
20200720;43,28;26,17
20200721;44,32;26,61
20200722;44,29;26,63
20200723;43,31;27,33
20200724;43,34;26,37
20200727;43,41;25,01
20200728;43,22;25,74
20200729;43,75;26,19
20200730;43,25;25,54
20200731;43,52;26,28
20200803;44,15;26,13
20200804;44,43;26,83
20200805;45,17;26,77
20200806;45,09;26,39
20200807;44,4;26,42
