Date;Brent Price;Carbon Price
20130902;108,61;4,632
20130903;108,915;4,54
20130904;110,201;4,694
20130905;109,468;5,115
20130906;109,801;5,475
20130909;110,621;5,475
20130910;108,334;5,29
20130911;105,981;5,423
20130912;106,145;5,783
20130913;107,436;5,557
20130916;107,599;5,629
20130917;106,029;5,834
20130918;104,218;5,68
20130919;106,54;5,505
20130920;104,767;5,505
20130923;105,211;5,577
20130924;104,189;5,536
20130925;104,652;5,547
20130926;104,344;5,639
20130927;105,201;5,536
20130930;104,642;5,177
20131001;104,392;5,29
20131002;103,978;5,423
20131003;105,182;5,341
20131004;104,999;5,249
20131007;105,442;5,105
20131008;105,654;5,002
20131009;106,116;4,93
20131010;105,056;4,899
20131011;107,696;4,745
20131014;107,195;4,951
20131015;106,964;5,095
20131016;105,923;5,485
20131017;107,056;5,321
20131018;105,623;5,269
20131021;106,427;4,715
20131022;106,136;4,838
20131023;106,456;4,745
20131024;104,355;4,797
20131025;103,571;5,146
20131028;103,513;4,961
20131029;106,107;5,228
20131030;105,526;5,105
20131031;106,349;4,941
20131101;105,362;4,745
20131104;102,526;4,684
20131105;102,835;4,93
20131106;101,964;4,91
20131107;101,877;4,93
20131108;100,154;4,612
20131111;101,761;4,735
20131112;103;4,776
20131113;102,429;4,776
20131114;103,739;4,715
20131115;105,088;4,622
20131118;105,301;4,468
20131119;105,272;4,54
20131120;103,768;4,612
20131121;104,874;4,53
20131122;106,835;4,55
20131125;107,776;4,519
20131126;107,728;4,612
20131127;107,611;4,591
20131128;108,029;4,55
20131129;107,592;4,478
20131202;106,456;4,622
20131203;108,164;4,602
20131204;109,3;4,602
20131205;108,582;4,766
20131206;107,708;4,92
20131209;108,32;5,03
20131210;106,165;5,15
20131211;106,156;5,01
20131212;106,525;5,02
20131213;105,426;4,92
20131216;105,368;4,79
20131217;106,428;5,01
20131218;105,484;4,99
20131219;106,642;5,03
20131220;107,284;4,87
20131223;108,724;4,88
20131224;108,519;5,01
20131227;108,928;5,03
20131230;109,122;5,02
20131231;108,179;4,95
20140102;107,78;4,83
20140103;106,89;4,81
20140106;106,73;4,72
20140107;107,35;4,76
20140108;107,15;4,65
20140109;106,39;4,58
20140110;107,25;4,6
20140113;106,75;4,7
20140114;106,39;4,91
20140115;106,27;4,9
20140116;105,75;5,15
20140117;106,48;5,15
20140120;106,35;5
20140121;106,73;5,11
20140122;108,27;5,2
20140123;107,58;5,1
20140124;107,88;5,34
20140127;106,69;5,45
20140128;107,41;5,6
20140129;107,85;5,57
20140130;107,95;5,78
20140131;106,4;5,59
20140203;106,04;5,91
20140204;105,78;5,91
20140205;106,25;6,16
20140206;107,19;6,54
20140207;109,57;6,52
20140210;108,63;6,49
20140211;108,68;6,33
20140212;108,35;6,44
20140213;108,52;6,47
20140214;109,08;6,68
20140217;109,18;6,9
20140218;110,46;6,84
20140219;110,47;7,01
20140220;110,3;7,08
20140221;109,85;7,23
20140224;110,64;7,1
20140225;109,51;6,31
20140226;109,52;6,58
20140227;108,96;6,59
20140228;109,07;7,15
20140303;111,2;6,7
20140304;109,3;6,9
20140305;107,76;6,86
20140306;108,1;6,88
20140307;109;6,98
20140310;108,08;6,97
20140311;108,55;6,9
20140312;107,35;6,58
20140313;106,92;6,51
20140314;108,21;6,37
20140317;106,24;5,95
20140318;106,79;5,83
20140319;105,85;6,06
20140320;106,45;6,08
20140321;106,92;6,25
20140324;106,81;5,93
20140325;106,99;5,93
20140326;107,03;5,87
20140327;107,83;5,24
20140328;108,07;4,4
20140331;107,76;4,7
20140401;105,62;5,1
20140402;104,79;4,89
20140403;106,15;4,91
20140404;106,72;4,74
20140407;105,82;5,03
20140408;107,67;4,91
20140409;107,95;4,99
20140410;107,52;5,17
20140411;107,4;5,37
20140414;109,07;5,29
20140415;109,36;5,59
20140416;109,6;5,51
20140417;109,53;5,6
20140422;109,27;5,73
20140423;109,11;5,72
20140424;110,33;5,77
20140425;109,58;5,12
20140428;108,12;5,26
20140429;108,98;5,46
20140430;108,07;5,46
20140501;107,76;5,46
20140502;108,59;5,24
20140505;107,72;5,27
20140506;106,49;5,28
20140507;107,61;5,18
20140508;107,49;5,19
20140509;107,28;5,3
20140512;107,79;5,36
20140513;108,54;5,34
20140514;109,31;5,16
20140515;109,09;4,83
20140516;109,75;4,85
20140519;109,37;4,75
20140520;109,69;4,89
20140521;110,55;5,17
20140522;110,36;5,21
20140523;110,54;5,17
20140526;110,32;5,14
20140527;110,02;5,22
20140528;109,81;5,25
20140529;109,97;5,25
20140530;109,41;5,1
20140602;108,83;5,19
20140603;108,82;5,48
20140604;108,4;5,44
20140605;108,79;5,58
20140606;108,61;5,48
20140609;109,99;5,57
20140610;108,86;5,53
20140611;109,37;5,4
20140612;112,42;5,59
20140613;112,46;5,71
20140616;112,94;5,68
20140617;113,45;5,75
20140618;114,26;5,7
20140619;115,06;5,59
20140620;114,81;5,7
20140623;114,12;5,84
20140624;114,46;5,79
20140625;114;5,75
20140626;113,21;5,75
20140627;113,3;5,81
20140630;112,36;5,86
20140701;112,29;6,05
20140702;111,24;6,11
20140703;111;6,03
20140704;110,64;5,69
20140707;110,24;5,58
20140708;109,06;5,77
20140709;108,47;5,83
20140710;109,01;5,7
20140711;107,26;5,76
20140714;107,71;5,9
20140715;106,88;5,96
20140716;107,17;6,06
20140717;107,89;6,17
20140718;107,24;6,02
20140721;107,68;6,08
20140722;107,33;6,19
20140723;108,03;6,19
20140724;107,07;6,07
20140725;108,39;6,15
20140728;107,57;6,21
20140729;107,72;6,05
20140730;106,51;6,15
20140731;106,02;6,23
20140801;104,84;6,29
20140804;105,41;6,25
20140805;105,25;6,22
20140806;105,27;6,23
20140807;106,08;5,96
20140808;105,62;5,99
20140811;105,39;6,15
20140812;103,89;6,13
20140813;105,06;6,25
20140814;102,07;6,25
20140815;103,53;6,4
20140818;101,6;6,36
20140819;101,56;6,46
20140820;102,28;6,44
20140821;102,63;6,37
20140822;102,29;6,38
20140825;102,65;6,35
20140826;102,5;6,32
20140827;102,72;6,38
20140828;102,46;6,46
20140829;103,19;6,41
20140901;102,79;6,42
20140902;100,96;6,41
20140903;103,34;6,34
20140904;102,3;6,13
20140905;101,4;6,28
20140908;100,86;6,29
20140909;99,93;6,14
20140910;98,78;6,1
20140911;98,86;6,12
20140912;97,96;6,06
20140915;97,88;5,93
20140916;99,05;5,81
20140917;98,97;5,9
20140918;97,7;5,99
20140919;98,39;6,03
20140922;96,97;6
20140923;96,85;5,67
20140924;96,95;5,82
20140925;97;5,82
20140926;97;5,93
20140929;97,2;5,77
20140930;94,67;5,84
20141001;94,16;5,81
20141002;93,42;5,69
20141003;92,31;5,68
20141006;92,79;5,68
20141007;92,57;5,73
20141008;91,79;6,05
20141009;90,37;6,12
20141010;90,58;6,04
20141013;89,41;6,06
20141014;85,41;6,08
20141015;84,12;6,15
20141016;85,82;6,21
20141017;86,16;6,13
20141020;85,4;6,14
20141021;86,22;6,18
20141022;84,71;6,23
20141023;86,83;6,34
20141024;86,13;6,41
20141027;85,83;6,29
20141028;86,03;6,16
20141029;87,12;6,42
20141030;86,24;6,42
20141031;85,86;6,35
20141103;84,78;6,58
20141104;83,38;6,49
20141105;83,52;6,65
20141106;83,46;6,63
20141107;83,97;6,76
20141110;82,95;6,72
20141111;82,39;6,8
20141112;81,12;6,85
20141113;77,49;6,79
20141114;79,41;6,62
20141117;79,31;6,9
20141118;78,47;7,02
20141119;78,1;7,04
20141120;79,33;6,96
20141121;80,36;7
20141124;79,68;7,05
20141125;78,33;7,12
20141126;77,75;7,19
20141127;72,58;7,09
20141128;70,15;7,04
20141201;72,54;7,07
20141202;70,54;6,85
20141203;69,92;6,89
20141204;69,64;6,84
20141205;69,07;6,66
20141208;66,19;6,66
20141209;67,22;6,74
20141210;64,56;6,65
20141211;63,99;6,83
20141212;62,15;6,75
20141215;61,21;6,98
20141216;60,01;7
20141217;61,18;7,07
20141218;59,27;7,12
20141219;61,38;7,16
20141222;60,11;7,19
20141223;61,69;7,34
20141224;60,24;7,46
20141229;57,88;7,34
20141230;57,9;7,3
20141231;57,33;7,34
20150102;56,42;7,09
20150105;53,11;6,99
20150106;51,1;6,86
20150107;52,17;6,87
20150108;52,03;6,9
20150109;51,3;6,8
20150112;48,7;6,8
20150113;47,82;7,38
20150114;49,86;7,25
20150115;48,27;7,21
20150116;50,17;7,22
20150119;48,84;7,3
20150120;47,99;7,25
20150121;49,03;7,41
20150122;48,52;6,84
20150123;48,79;6,88
20150126;48,16;6,93
20150127;49,6;6,91
20150128;48,47;7,02
20150129;49,13;7,12
20150130;52,99;7,15
20150202;54,75;7,2
20150203;57,91;7,13
20150204;54,16;7
20150205;56,57;7,07
20150206;57,8;7,02
20150209;58,34;6,99
20150210;56,43;7,18
20150211;55,92;7,31
20150212;59,28;7,47
20150213;61,52;7,71
20150216;61,4;7,72
20150217;62,53;7,54
20150218;60,53;7,56
20150219;60,21;7,41
20150220;60,22;7,38
20150223;58,9;7,76
20150224;58,66;7,52
20150225;61,63;7,45
20150226;60,05;7,12
20150227;62,58;7,15
20150302;59,54;7
20150303;61,02;6,78
20150304;60,55;7,08
20150305;60,48;6,8
20150306;59,73;6,85
20150309;58,53;6,73
20150310;56,39;6,87
20150311;57,88;6,81
20150312;57,28;6,46
20150313;55,01;6,51
20150316;53,94;6,54
20150317;53,51;6,78
20150318;55,91;6,79
20150319;54,43;6,72
20150320;55,32;7,09
20150323;55,92;7,09
20150324;55,11;7,08
20150325;56,48;7,01
20150326;59,19;6,99
20150327;56,41;6,81
20150330;56,29;6,93
20150331;55,11;6,97
20150401;57,1;7,19
20150402;54,95;7,19
20150407;59,1;7,15
20150408;55,55;7,16
20150409;57,69;7,05
20150410;58,95;6,98
20150413;59,04;6,84
20150414;59,81;6,84
20150415;63,32;6,89
20150416;63,98;6,91
20150417;63,45;6,88
20150420;63,45;7,17
20150421;62,08;7,12
20150422;62,73;7,12
20150423;64,85;7,29
20150424;65,28;7,32
20150427;64,83;7,19
20150428;64,64;7,39
20150429;65,84;7,5
20150430;66,78;7,43
20150501;66,46;7,52
20150504;66,45;7,62
20150505;67,52;7,59
20150506;67,77;7,57
20150507;65,54;7,47
20150508;65,39;7,57
20150511;64,91;7,66
20150512;66,86;7,63
20150513;67,27;7,68
20150514;66,7;7,59
20150515;66,81;7,62
20150518;66,27;7,63
20150519;64,02;7,4
20150520;65,03;7,38
20150521;66,54;7,33
20150522;65,37;7,34
20150525;65,52;7,39
20150526;63,72;7,26
20150527;62,06;7,21
20150528;62,58;7,22
20150529;65,56;7,36
20150601;64,88;7,28
20150602;65,49;7,48
20150603;63,8;7,52
20150604;62,03;7,43
20150605;63,31;7,44
20150608;62,69;7,48
20150609;64,88;7,6
20150610;66,37;7,62
20150611;65,79;7,54
20150612;64,64;7,64
20150615;63,95;7,55
20150616;63,7;7,45
20150617;63,87;7,5
20150618;64,26;7,48
20150619;63,02;7,44
20150622;63,34;7,5
20150623;64,45;7,52
20150624;63,49;7,51
20150625;63,2;7,61
20150626;63,26;7,55
20150629;62,01;7,37
20150630;63,59;7,46
20150701;62,01;7,5
20150702;62,07;7,46
20150703;60,32;7,45
20150706;56,54;7,39
20150707;56,85;7,47
20150708;57,05;7,46
20150709;58,61;7,49
20150710;58,73;7,62
20150713;57,85;7,8
20150714;58,51;7,74
20150715;57,12;7,77
20150716;56,92;7,67
20150717;57,1;7,75
20150720;56,65;7,99
20150721;57,04;7,97
20150722;56,13;7,97
20150723;55,27;8,09
20150724;54,62;8,02
20150727;53,47;8,03
20150728;53,3;8,03
20150729;53,38;8,07
20150730;53,31;7,89
20150731;52,21;7,88
20150803;49,52;7,96
20150804;49,99;7,91
20150805;49,59;7,84
20150806;49,52;7,85
20150807;48,61;7,79
20150810;50,41;7,93
20150811;49,18;8,1
20150812;50,18;8,2
20150813;49,63;8,2
20150814;49,19;8,33
20150817;48,74;8,25
20150818;48,81;8,28
20150819;47,16;8,35
20150820;46,62;8,37
20150821;45,46;8,21
20150824;42,69;8,18
20150825;43,21;8,26
20150826;43,14;8,11
20150827;47,56;8,05
20150828;50,05;8,12
20150831;54,15;8,08
20150901;49,56;8,02
20150902;50,5;8,13
20150903;50,68;8,18
20150904;49,61;8,1
20150907;47,63;8,09
20150908;49,52;8,25
20150909;48,52;8,28
20150910;49,85;8,29
20150911;49,04;8,27
20150914;47,35;8,24
20150915;47,75;8,18
20150916;49,75;8,24
20150917;49,08;8,24
20150918;47,47;8,12
20150921;48,92;7,99
20150922;49,08;8,03
20150923;47,75;8,08
20150924;48,17;8,01
20150925;48,6;8
20150928;47,34;7,92
20150929;48,23;7,98
20150930;48,37;8,15
20151001;47,69;8,17
20151002;48,13;8,15
20151005;49,25;8,21
20151006;51,92;8,22
20151007;51,77;8,11
20151008;53,38;8,13
20151009;52,91;8,35
20151012;50,25;8,3
20151013;49,69;8,33
20151014;49,69;8,44
20151015;49,73;8,43
20151016;50,46;8,39
20151019;48,61;8,35
20151020;48,71;8,47
20151021;47,85;8,45
20151022;48,08;8,48
20151023;47,99;8,63
20151026;47,54;8,66
20151027;46,81;8,61
20151028;49,05;8,57
20151029;48,8;8,68
20151030;49,56;8,64
20151102;48,79;8,6
20151103;50,54;8,45
20151104;48,58;8,4
20151105;47,98;8,47
20151106;47,42;8,41
20151109;47,19;8,32
20151110;47,44;8,44
20151112;45,19;8,37
20151113;44,47;8,39
20151116;44,56;8,53
20151117;43,57;8,61
20151118;44,14;8,58
20151119;44,18;8,63
20151120;44,66;8,51
20151123;44,83;8,56
20151124;46,12;8,65
20151125;46,17;8,62
20151126;45,46;8,58
20151127;44,86;8,58
20151130;44,61;8,58
20151201;44,44;8,56
20151202;42,49;8,48
20151203;43,84;8,59
20151204;43;8,52
20151207;40,73;8,41
20151208;40,26;8,41
20151209;40,34;8,48
20151210;40,13;8,43
20151211;38,32;8,14
20151214;38,16;8,15
20151215;38,73;8,26
20151216;37,39;8,2
20151217;37,06;8,14
20151218;36,88;8,13
20151221;36,35;8,26
20151222;36,11;8,32
20151223;37,36;8,29
20151228;36,62;8,38
20151229;37,79;8,34
20151230;36,46;8,28
20160104;37,22;8,11
20160105;36,42;8,06
20160106;34,63;7,81
20160107;34,09;7,6
20160108;33,93;7,46
20160111;31,88;7,17
20160112;30,95;7,15
20160113;30,28;7,29
20160114;30,88;7,13
20160115;28,94;6,72
20160118;28,55;6,76
20160119;28,76;6,86
20160120;27,88;6,36
20160121;29,25;6,21
20160122;32,18;6,36
20160125;30,5;5,91
20160126;31,8;6,1
20160127;33,93;5,93
20160128;34,8;6,09
20160129;35,99;6,07
20160201;34,24;5,71
20160202;32,72;5,84
20160203;35,04;5,64
20160204;34,46;5,62
20160205;34,06;5,57
20160208;32,88;5,25
20160209;30,32;4,97
20160210;30,84;4,89
20160211;30,06;4,75
20160212;33,36;5,07
20160215;33,39;4,81
20160216;32,18;4,7
20160217;34,5;5,1
20160218;34,28;5,26
20160219;33,01;5,17
20160222;34,69;5,42
20160223;33,27;4,91
20160224;35,07;4,87
20160225;35,7;5,08
20160226;35,44;5
20160229;36,57;5,01
20160301;36,81;5
20160302;36,93;4,97
20160303;37,07;4,9
20160304;38,72;4,93
20160307;40,84;5,1
20160308;39,65;5,03
20160309;41,07;5,09
20160310;40,05;4,92
20160311;40,39;5
20160314;39,53;4,88
20160315;38,74;4,87
20160316;40,33;4,97
20160317;41,54;5,01
20160318;41,2;4,95
20160321;41,54;4,88
20160322;41,79;4,83
20160323;40,47;4,81
20160324;41,03;4,86
20160329;39,85;4,79
20160330;40,05;4,97
20160331;40,33;5,22
20160401;38,67;5,18
20160404;37,69;5,33
20160405;37,87;5,24
20160406;39,84;5,31
20160407;39,43;5,28
20160408;41,94;5,42
20160411;42,83;5,58
20160412;44,69;5,59
20160413;44,21;5,54
20160414;43,8;5,61
20160415;43,06;5,48
20160418;42,77;5,47
20160419;43,85;5,57
20160420;45,63;5,55
20160421;44,39;5,75
20160422;45,07;5,97
20160425;44,32;5,9
20160426;45,58;6,62
20160427;46,93;6,84
20160428;47,77;6,34
20160429;47,37;6,18
20160502;45,83;6,11
20160503;44,97;5,99
20160504;44,62;6,13
20160505;45,01;6,2
20160506;45,37;5,86
20160509;43,63;5,7
20160510;45,52;5,9
20160511;47,6;6,02
20160512;48,08;5,81
20160513;47,83;5,85
20160516;48,97;6,11
20160517;49,28;6,05
20160518;48,93;6,06
20160519;48,81;6
20160520;48,72;5,97
20160523;48,35;5,74
20160524;48,61;5,8
20160525;50,23;5,87
20160526;50,17;6,03
20160527;49,95;6,04
20160530;50,36;6,12
20160531;49,89;6,1
20160601;49,72;5,97
20160602;50,04;6,03
20160603;49,64;5,95
20160606;50,55;6,21
20160607;51,44;6,12
20160608;52,51;6,11
20160609;51,95;6,12
20160610;50,54;5,96
20160613;50,35;5,86
20160614;49,83;5,86
20160615;48,97;5,91
20160616;47,19;5,71
20160617;49,17;5,67
20160620;50,65;5,86
20160621;50,62;5,56
20160622;49,88;5,69
20160623;50,91;5,65
20160624;48,41;4,96
20160627;47,16;4,77
20160628;48,58;4,69
20160629;51,32;4,52
20160630;49,71;4,47
20160701;50,35;4,62
20160704;50,1;4,97
20160705;47,96;4,71
20160706;48,8;4,59
20160707;46,4;4,58
20160708;46,76;4,55
20160711;46,25;4,43
20160712;48,47;4,63
20160713;46,26;4,79
20160714;47,37;4,78
20160715;47,61;4,93
20160718;46,96;4,85
20160719;46,66;4,67
20160720;47,17;4,69
20160721;46,2;4,66
20160722;45,69;4,57
20160725;44,72;4,6
20160726;44,87;4,52
20160727;43,91;4,54
20160728;43,23;4,49
20160729;43,53;4,43
20160801;42,14;4,38
20160802;41,8;4,42
20160803;43,1;4,64
20160804;44,29;4,7
20160805;44,27;4,73
20160808;45,39;4,95
20160809;44,98;4,88
20160810;44,05;4,77
20160811;46,04;4,88
20160812;46,97;4,9
20160815;48,35;4,81
20160816;49,23;4,7
20160817;49,85;4,49
20160818;50,89;4,69
20160819;50,88;4,77
20160822;49,16;4,9
20160823;49,96;4,71
20160824;49,05;4,61
20160825;49,67;4,71
20160826;49,92;4,7
20160829;49,26;4,7
20160830;48,37;4,55
20160831;46,89;4,47
20160901;45,45;4,38
20160902;46,83;4,08
20160905;47,63;3,93
20160906;47,26;4,13
20160907;47,98;4,01
20160908;49,99;4,08
20160909;48,01;4,08
20160912;48,32;4,03
20160913;47,1;4,03
20160914;45,85;3,98
20160915;46,59;4,14
20160916;45,77;4,36
20160919;45,95;4,4
20160920;45,88;4,16
20160921;46,83;4,21
20160922;47,65;4,42
20160923;45,89;4,54
20160926;47,35;4,62
20160927;45,97;4,43
20160928;48,69;4,95
20160929;49,81;5,02
20160930;50,19;4,96
20161003;50,89;5,31
20161004;50,87;5,21
20161005;51,86;5,48
20161006;52,51;5,86
20161007;51,93;5,69
20161010;53,14;5,66
20161011;52,41;5,43
20161012;51,81;5,52
20161013;52,03;5,65
20161014;51,95;5,81
20161017;51,52;5,87
20161018;51,68;5,95
20161019;52,67;5,67
20161020;51,38;5,58
20161021;51,78;5,89
20161024;51,46;5,81
20161025;50,79;5,81
20161026;51,04;5,94
20161027;51,6;5,81
20161028;50,68;5,88
20161031;48,61;5,9
20161101;48,14;6,03
20161102;46,86;6,24
20161103;46,35;6,5
20161104;45,58;6,41
20161107;46,15;6,23
20161108;46,04;6,15
20161109;46,36;6,13
20161110;45,84;5,92
20161111;44,75;5,67
20161114;44,43;5,41
20161115;46,95;5,74
20161116;46,63;5,55
20161117;46,49;5,9
20161118;46,86;5,58
20161121;48,9;5,48
20161122;49,12;5,51
20161123;48,95;5,39
20161124;49;5,34
20161125;47,24;5
20161128;48,24;4,74
20161129;46,38;4,56
20161130;51,84;4,58
20161201;53,94;4,46
20161202;54,46;4,3
20161205;54,94;4,37
20161206;53,93;4,5
20161207;53;4,3
20161208;53,89;4,61
20161209;54,33;4,46
20161212;55,69;4,87
20161213;55,72;4,79
20161214;53,9;5,04
20161215;54,02;4,86
20161216;55,21;4,95
20161219;54,92;5,12
20161220;55,35;5,25
20161221;54,46;5,82
20161222;55,79;6,09
20161223;55,9;6,24
20161227;56,83;6,34
20161228;56,96;6,34
20161229;56,85;6,37
20161230;56,82;6,57
20170103;55,47;5,44
20170104;56,46;5,73
20170105;56,89;5,3
20170106;57,1;5,05
20170109;54,94;5,28
20170110;53,64;5,52
20170111;55,1;5,53
20170112;56,01;5,05
20170113;55,45;5,05
20170116;55,86;4,7
20170117;55,47;5
20170118;53,92;4,84
20170119;54,16;5,2
20170120;55,49;5,43
20170123;55,23;5,33
20170124;55,44;5,09
20170125;55,42;4,98
20170126;56,49;5,2
20170127;55,7;4,92
20170130;55,32;5,17
20170131;55,58;5,36
20170201;56,8;5,28
20170202;56,56;5,23
20170203;56,81;5,16
20170206;55,72;5,1
20170207;55,05;5,17
20170208;55,12;5,22
20170209;55,63;5,29
20170210;56,7;5,12
20170213;55,59;4,9
20170214;55,97;5,13
20170215;55,75;5,07
20170216;55,65;4,94
20170217;55,81;4,98
20170220;56,18;5,09
20170221;56,66;5,05
20170222;56,04;5,07
20170223;56,82;5,35
20170224;56,31;5,39
20170227;56,42;5,2
20170228;56,51;5,24
20170301;56,36;5,91
20170302;55,08;5,47
20170303;55,9;5,6
20170306;56,01;5,49
20170307;55,92;5,38
20170308;53,11;5,24
20170309;52,19;5,13
20170310;51,37;5,17
20170313;51,35;5,16
20170314;50,92;5,11
20170315;51,81;5,2
20170316;51,74;5,15
20170317;51,76;5,14
20170320;51,62;4,99
20170321;50,96;4,94
20170322;50,64;4,97
20170323;50,56;4,98
20170324;50,8;4,77
20170327;50,75;4,63
20170328;51,33;4,74
20170329;52,54;4,76
20170330;53,13;4,92
20170331;53,53;4,69
20170403;53,12;4,87
20170404;54,17;4,65
20170405;54,36;4,82
20170406;54,89;5,06
20170407;55,24;4,89
20170410;55,98;4,79
20170411;56,23;4,87
20170412;55,86;4,93
20170413;55,89;4,95
20170418;54,89;4,86
20170419;52,93;4,83
20170420;52,99;4,75
20170421;51,96;4,57
20170424;51,6;4,64
20170425;52,1;4,5
20170426;52,41;4,61
20170427;51,82;4,55
20170428;52,05;4,57
20170502;50,46;4,45
20170503;50,79;4,4
20170504;48,38;4,52
20170505;49,1;4,58
20170508;49,34;4,42
20170509;48,73;4,52
20170510;50,22;4,45
20170511;50,77;4,35
20170512;50,84;4,46
20170515;51,82;4,39
20170516;51,65;4,54
20170517;52,21;4,58
20170518;52,51;4,76
20170519;53,61;4,85
20170522;53,87;4,91
20170523;54,15;4,75
20170524;53,96;4,91
20170525;51,46;4,98
20170526;52,15;5,19
20170529;52,29;5,17
20170530;51,84;5,14
20170531;50,76;4,98
20170601;50,63;5,08
20170602;49,95;5,16
20170605;49,47;5,17
20170606;50,12;4,97
20170607;48,06;4,88
20170608;47,86;5,05
20170609;48,15;5,04
20170612;48,29;4,92
20170613;48,72;5,01
20170614;47;4,94
20170615;46,92;4,96
20170616;47,37;4,88
20170619;46,91;4,93
20170620;46,02;4,95
20170621;44,82;4,88
20170622;45,22;4,86
20170623;45,54;4,87
20170626;45,83;4,78
20170627;46,65;4,94
20170628;47,54;4,94
20170629;47,63;5,07
20170630;48,77;5,03
20170703;49,68;5,14
20170704;49,61;5,12
20170705;47,79;5,04
20170706;48,11;5,24
20170707;46,71;5,34
20170710;46,88;5,4
20170711;47,52;5,33
20170712;47,74;5,48
20170713;48,42;5,36
20170714;48,91;5,42
20170717;48,42;5,44
20170718;48,84;5,46
20170719;49,7;5,39
20170720;49,3;5,3
20170721;48,06;5,09
20170724;48,6;5,14
20170725;50,2;5,16
20170726;51,1;5,25
20170727;51,52;5,14
20170728;52,22;5,18
20170731;52,72;5,23
20170801;51,78;5,3
20170802;52,36;5,43
20170803;52,01;5,43
20170804;52,42;5,35
20170807;52,37;5,27
20170808;52,14;5,27
20170809;52,7;5,37
20170810;51,9;5,37
20170811;52,1;5,39
20170814;50,73;5,52
20170815;50,8;5,53
20170816;50,27;5,8
20170817;51,03;5,81
20170818;52,72;5,82
20170821;51,66;5,75
20170822;51,87;5,78
20170823;52,57;5,95
20170824;52,04;5,95
20170825;52,41;6,09
20170828;51,89;6,1
20170829;52;6,04
20170830;50,73;6,03
20170831;52,86;5,94
20170901;52,75;5,83
20170904;52,34;5,92
20170905;53,38;6,5
20170906;54,2;6,7
20170907;54,49;6,9
20170908;53,78;7,07
20170911;53,84;6,88
20170912;54,27;6,87
20170913;55,16;7,1
20170914;55,47;7,1
20170915;55,62;6,95
20170918;55,48;6,73
20170919;55,14;7,03
20170920;56,29;6,91
20170921;56,43;6,56
20170922;56,86;6,65
20170925;59,02;7,28
20170926;58,44;6,98
20170927;57,57;6,93
20170928;57,16;6,96
20170929;56,79;7,07
20171002;56,12;6,94
20171003;56;7
20171004;55,8;6,9
20171005;57;6,89
20171006;55,62;7
20171009;55,79;6,96
20171010;56,61;7,39
20171011;56,94;7,38
20171012;56,25;7,41
20171013;57,17;7,32
20171016;57,82;7,36
20171017;57,88;7,42
20171018;58,15;7,81
20171019;57,23;7,65
20171020;57,75;7,57
20171023;57,37;7,44
20171024;58,33;7,47
20171025;58,23;7,4
20171026;59,04;7,2
20171027;60,13;7,17
20171030;60,59;7,14
20171031;60,94;7,37
20171101;60,49;7,51
20171102;60,62;7,66
20171103;62,07;7,88
20171106;64,27;7,92
20171107;63,69;7,75
20171108;63,49;7,72
20171109;63,93;7,55
20171110;63,52;7,4
20171113;63,16;7,35
20171114;62,21;7,39
20171115;61,87;7,69
20171116;61,36;7,5
20171117;62,72;7,48
20171120;62,22;7,44
20171121;62,57;7,39
20171122;63,32;7,37
20171123;63,55;7,66
20171124;63,86;7,77
20171127;63,84;7,7
20171128;63,61;7,59
20171129;62,53;7,7
20171130;62,63;7,53
20171201;63,73;7,68
20171204;62,45;7,55
20171205;62,86;7,43
20171206;61,22;7,27
20171207;62,2;7,35
20171208;63,4;7,14
20171211;64,69;7,2
20171212;63,34;7,14
20171213;62,44;7,11
20171214;63,31;7,13
20171215;63,23;7,21
20171218;63,41;7,43
20171219;63,8;7,54
20171220;64,56;7,81
20171221;64,9;8,02
20171222;65,25;8,19
20171226;67,02;8,19
20171227;66,44;8,17
20171228;66,16;8,21
20171229;66,87;8,18
20180102;66,57;7,81
20180103;67,84;7,83
20180104;68,07;7,77
20180105;67,62;7,78
20180108;67,78;7,66
20180109;68,82;7,78
20180110;69,2;7,89
20180111;69,26;7,82
20180112;69,87;7,86
20180115;70,26;7,8
20180116;69,15;8,05
20180117;69,38;8,18
20180118;69,31;8,49
20180119;68,61;8,76
20180122;69,03;8,75
20180123;69,96;9,01
20180124;70,53;9,46
20180125;70,42;9,24
20180126;70,52;9,09
20180129;69,46;9
20180130;69,02;8,88
20180131;68,89;9,28
20180201;69,65;9,27
20180202;68,58;8,96
20180205;67,62;9,07
20180206;66,86;8,8
20180207;65,51;8,99
20180208;64,81;9,12
20180209;62,79;9,23
20180212;62,59;9,48
20180213;62,72;9,9
20180214;64,36;9,6
20180215;64,33;9,54
20180216;64,84;9,52
20180219;65,67;9,88
20180220;65,25;9,72
20180221;65,42;9,56
20180222;66,39;9,72
20180223;67,31;9,81
20180226;67,5;9,63
20180227;66,63;10,15
20180228;64,73;10,1
20180301;63,83;9,99
20180302;64,37;10,14
20180305;65,54;10,36
20180306;65,79;10,47
20180307;64,34;10,64
20180308;63,61;11,12
20180309;65,49;11,12
20180312;64,95;11,08
20180313;64,64;11,4
20180314;64,89;11,18
20180315;65,12;11,19
20180316;66,21;11,17
20180319;66,05;11,06
20180320;67,42;11,55
20180321;69,47;12,65
20180322;68,91;12,34
20180323;70,45;12,61
20180326;70,12;12,99
20180327;70,11;13,68
20180328;68,76;12,99
20180329;69,34;13,28
