;Returns;Returns;;
Date;Front December;1 month;2 months;3 months
20110217;1,076002311;-1,153281184;-1,092590033;-0,817744708
20110218;0,267201228;-0,06825606;-0,029170111;0,106203244
20110221;1,785171374;3,092534931;2,913478711;2,204603292
20110222;0,588044818;0,037821483;-0,066140693;-0,862687248
20110223;-0,391645409;5,041845541;4,770937509;2,566050847
20110224;0,716848948;0,098827554;0,144079269;0,564476583
20110225;0,194615696;0,697989411;0,726232627;0,891099553
20110228;0,581584838;-0,303652997;-0,259403518;-0,201409937
20110301;-0,128949083;3,186608856;3,208171496;2,274163693
20110302;0,835212051;0,802524047;0,760394228;0,607307395
20110303;-1,158314109;-1,349851767;-1,177604742;-0,258547819
20110304;2,3665959;1,022716489;0,91902849;0,107066391
20110307;0,252525387;-0,8051643;-0,632009376;-0,294708854
20110308;0,188976434;-1,736124273;-1,672763092;-1,042893566
20110309;-0,062952473;2,515416466;1,958960764;1,738083532
20110310;-0,695105484;-0,440853028;-0,669073183;-0,829436193
20110311;-0,25396839;-1,387033185;-1,148682015;-1,017156256
20110314;5,383297829;-0,149444008;-0,097057404;-0,108626787
20110315;3,608791486;-4,636502591;-4,597368925;-4,302833335
20110316;0,232153325;1,834076686;1,668233005;1,174991194
20110317;-2,702867239;3,814209577;3,641633986;3,381121336
20110318;2,528802791;-0,847796014;-0,791978796;-0,925764463
20110321;-2,17208422;0,900001706;1,107022375;1,232457829
20110322;0,414569738;0,641639243;0,644489254;0,807324084
20110323;0,236127619;-0,129729748;-0,191171417;-0,349040494
20110324;-2,507594077;0,147014339;0,121696816;0,304359737
20110325;1,85689672;-0,11240328;-0,191304406;-0,089421449
20110328;2,57776429;-0,685796342;-0,75135772;-0,736287783
20110329;-1,515180502;0,313098186;0,341431717;0,359842058
20110330;0,117370905;-0,026054106;0,034952814;-0,089839194
20110331;1,339955965;1,918420915;1,920972802;1,772795972
20110401;-0,289771284;1,135316778;0,955312622;0,668839948
20110404;0,463231865;1,968698885;1,75863845;1,436868888
20110405;-1,103699847;0,9536409;1,10324208;1,16045485
20110406;0,233372335;0,065434323;0,008249124;0,051264526
20110407;-1,113401481;0,302078035;0,255385895;0,264448864
20110408;0,176626481;3,19295534;2,918968386;2,465520992
20110411;-1,4218249;-2,130711417;-2,132208059;-1,862469943
20110412;-1,019499085;-2,499109236;-2,32059631;-1,966883999
20110413;0,300933119;1,565363979;1,5256079;1,542579221
20110414;0,89740357;-0,270126633;-0,222414524;-0,468824112
20110415;1,946389962;1,181517106;1,229422911;1,222841325
20110418;-2,663667395;-1,50170128;-1,48539927;-1,44523471
20110419;0,895795778;-0,230509693;-0,223482277;-0,111382439
20110420;0,946752634;2,055704987;2,001707524;1,89365825
20110421;-0,649928433;0,112976126;0,129870148;0,084083079
20110426;0,118483426;0,387409686;0,397776228;0,42902274
20110427;1,235673269;0,794323589;0,887245698;0,94407318
20110428;0,641214671;-0,087947237;-0,120525506;-0,11648225
20110429;-0,407569705;0,693478527;0,713001218;0,696866932
20110502;1,620405825;-0,613523298;-0,600506228;-0,513884264
20110503;-1,27095876;-2,15704934;-2,1019236;-1,963644533
20110504;-0,641588669;-1,034322142;-1,047043656;-1,133518763
20110505;-0,704641788;-8,963278767;-8,986341269;-8,726854557
20110506;0,470312448;-1,518694219;-1,590236399;-1,850156607
20110509;0;6,018791822;5,693831695;5,306382972
20110510;-0,529257337;1,481635463;1,494305499;1,41744546
20110511;-0,710062155;-4,480120521;-4,542648612;-4,649456484
20110512;0,41481541;0,329930301;0,340349634;0,632560249
20110513;-1,129955525;0,842166229;0,836973989;0,959771118
20110516;1,011612316;-2,177490995;-2,096663132;-1,723062546
20110517;-1,491229543;-0,769826743;-0,763501255;-0,590414535
20110518;-0,300933119;2,078440918;2,058949382;1,843971041
20110519;-0,54397233;-0,786701715;-0,789666702;-0,731654109
20110520;-0,668898815;0,866812094;0,896866998;1,072495487
20110523;-1,475134309;-2,05859218;-2,020270732;-1,753372995
20110524;1,291928151;2,183080903;2,154109699;2,09305659
20110525;0,122174725;2,110339462;2,099953644;2,157835311
20110526;-0,183318108;0,10435691;0,113443007;0,062766198
20110527;3,249383348;-0,017385257;0,02616089;0,089597712
20110530;0;-0,304732289;-0,305637054;-0,278014618
20110531;0,590320486;1,771793465;1,751236779;1,709595551
20110601;-1,124604927;-1,902677825;-1,900026794;-1,745524771
20110602;-0,298062814;0,877999294;0,846021356;0,769647615
20110603;0,476474993;0,259313828;0,260213522;0,418131475
20110606;-0,835327053;-1,180979339;-1,202628874;-1,097980234
20110607;-0,239952125;1,989168761;1,953441462;1,79688165
20110608;-0,844395849;0,912080653;1,002428028;0,903951041
20110609;0,964443883;1,386445406;1,281521169;0,965099001
20110610;-0,120048034;-0,640109993;-0,52770571;-0,468344308
20110613;0,239952125;0,059129114;-0,008534244;0,069522902
20110614;-1,144935677;0,782272568;0,95978993;1,045682086
20110615;-1,526747213;-5,458404241;-5,347568029;-5,16010229
20110616;-0,927363679;0,889756123;0,896628138;0,865260017
20110617;-2,8348355;-0,712937051;-0,629462604;-0,47676967
20110620;-2,458079776;-1,351732454;-1,234915022;-0,860317736
20110621;-3,126293846;-0,664752717;-0,868155208;-0,913665561
20110622;-0,135226525;2,895920968;2,820872063;2,618021709
20110623;-10,02615244;-6,278306551;-5,396911473;-4,461434569
20110624;-8,667146061;-2,015323882;-1,360565206;-0,477954145
20110627;5,629706782;0,82421953;0,320694483;0,056348612
20110628;3,930967189;2,598274396;2,648484497;2,265018394
20110629;-3,62303777;3,273644346;3,248210502;3,117487607
20110630;3,919114966;0,07114906;0,053252864;0,044474095
20110701;-1,865029813;-0,633223966;-0,685574514;-0,606549001
20110704;0,974155325;-0,340563154;-0,573426892;-0,637259258
20110705;1,038585003;1,973397372;1,763494223;1,616611815
20110706;-2,768601825;0,008801655;0,105885477;0,168193728
20110707;-1,375117161;4,281261885;4,129106167;3,766825615
20110708;-2,492340845;-0,219483458;-0,415518936;-0,409696715
20110711;-4,764728438;-0,925421555;-0,999197006;-0,807217779
20110712;2,531780798;0,434061705;0,462408771;0,610308337
20110713;-3,362350357;0,775164663;0,765961192;0,819326936
20110714;2,633897116;-1,358356711;-1,211205527;-1,085341594
20110715;0,970096533;0,856462926;0,743815681;0,625296483
20110718;-1,703895178;-1,037255882;-1,130729882;-1,168097109
20110719;1,462251887;0,866549114;0,797979265;0,671605762
20110720;3,174869831;0,926837977;0,96956024;0,897020239
20110721;2,393012685;-0,543156729;-0,526138349;-0,520146131
20110722;-0,919546709;0,982309533;0,91471799;0,902133778
20110725;-0,46296379;-0,61705111;-0,591917845;-0,509641806
20110726;-0,542847397;0,287867441;0,304852467;0,263639222
20110727;-3,561911959;-0,721228361;-0,951498131;-1,127446176
20110728;0,882476646;-0,059627754;0,017070673;0,094440874
20110729;-2,343541597;-0,529689406;-0,547712109;-0,567987758
20110801;-1,898529991;0,059944339;-0,051502147;-0,077703436
20110802;-2,190483539;-0,300081676;-0,309571148;-0,320083322
20110803;-2,676033659;-2,812671808;-2,661936639;-2,491575507
20110804;-1,232409965;-5,425859052;-5,322240261;-5,093334926
20110805;-5,27394937;1,957407154;2,031464135;2,035599525
20110808;0,279720462;-5,284886042;-5,196705157;-4,985777911
20110809;6,139111515;-1,13422766;-1,240085646;-1,288715088
20110810;1,563889388;3,92132099;3,862812943;3,309178368
20110811;5,53368324;1,119205863;1,017131897;0,630145513
20110812;1,618158285;-0,055663792;-0,130063192;-0,385139737
20110815;0,080224633;1,911822936;1,978986763;2,169242067
20110816;-0,643606405;-0,648492933;-0,722619198;-0,767349949
20110817;3,333642027;1,338025696;1,295165861;1,116711342
20110818;-3,657005283;-3,318471694;-3,36359744;-3,464236984
20110819;1,207258123;1,512018046;1,469930644;1,471308254
20110822;0,558437829;-0,239653539;-0,231149842;0,056158744
20110823;2,746347575;0,872886509;0,838830563;0,782928783
20110824;1,992403072;0,765519094;0,722553105;0,730774262
20110825;-1,221389229;0,425783132;0,409258904;0,377168011
20110826;1,297232995;0,666729202;0,651350231;0,494597088
20110829;0,980769838;0,465867175;0,44086625;0,355693749
20110830;1,342302033;1,894700327;1,832465437;1,616506957
20110831;-4,15938973;0,725305753;0,641393931;0,214765183
20110901;-0,386847678;-0,488785123;-0,562095279;-0,573735325
20110902;-2,273716139;-1,729811026;-1,857913791;-1,988534222
20110905;-1,679367737;-2,023359347;-2,076136399;-2,066323229
20110906;-1,626052087;2,520651909;2,595199673;2,78821607
20110907;2,028467117;2,545067187;2,534492258;2,366388706
20110908;-1,53786924;-1,085315624;-1,589943339;-1,667751378
20110909;-2,980353039;-1,566106266;-2,382898705;-2,517871625
20110912;0,083998325;-0,462181962;-0,995216471;-0,88475548
20110913;1,085605651;-0,32122808;0,046294154;0,121535097
20110914;1,64748372;-0,109379284;-0,120409406;-0,06542362
20110915;1,218041856;2,388038688;1,963906379;1,779142555
20110916;-1,87378191;-0,071263142;-0,100013647;-0,174656477
20110919;-2,751319855;-2,782976856;-2,552075491;-2,449482187
20110920;0,757898365;1,274598465;0,873367997;0,873040044
20110921;-0,842464966;-0,162969706;-0,49149262;-0,515392604
20110922;-4,057526805;-4,513158766;-4,740133634;-4,791681397
20110923;0,176056384;-1,45137657;-1,35428959;-1,259624887
20110926;-4,221551853;-0,028858641;0,187552496;0,368618101
20110927;-0,736651582;3,032258087;2,992257437;2,765695549
20110928;-3,002101625;-3,157408525;-2,785371003;-2,715986346
20110929;4,013604502;0,13477091;-0,266075545;-0,159156504
20110930;-1,753621311;-1,151384206;-2,104081212;-2,448855178
20111003;-5,453287902;-1,02705456;-1,390250207;-1,397187306
20111004;-0,690678621;-1,905764874;-1,690064959;-1,658620405
20111005;1,278915612;2,903620933;3,301776903;3,269820532
20111006;2,318944492;2,878448752;2,981747321;2,968827005
20111007;-0,095556625;0,141770261;-0,254080074;-0,455626779
20111010;2,455269701;2,858268403;2,120220765;1,829679215
20111011;-0,467509033;1,620574432;1,209250632;1,220708822
20111012;0,280767615;0,847853204;0,669719053;0,499472751
20111013;-3,809984623;0,210844832;0,169077628;-0,143822835
20111014;1,062298739;2,736927372;2,694482717;2,473473648
20111017;-0,674701355;-1,861648261;-1,685976644;-1,452033809
20111018;-0,387597384;0,894678599;1,292365444;1,40521952
20111019;-2,756079958;-2,514480658;-2,253956199;-2,11052172
20111020;1,682375158;1,256033015;0,9337136;0,477100142
20111021;1,65453896;-0,182381958;-0,083678123;0,07612523
20111024;1,722530628;1,710371544;1,623801709;1,557296348
20111025;-1,241066049;-0,476683908;-0,504611374;-0,64828526
20111026;-2,825321877;-1,828736766;-1,463937939;-1,042268294
20111027;3,017260515;2,869104894;3,241640982;3,417455628
20111028;-0,095923269;-1,955105295;-1,667388636;-1,483706743
20111031;-2,428482626;-0,318950469;-0,478910475;-0,477596076
20111101;-2,994235662;-0,018256504;-0,666916144;-1,000008333
20111102;-3,926124082;-0,182748589;-0,22329745;-0,142321766
20111103;2,085581328;1,353520232;1,442599458;1,554508669
20111104;-2,825933731;1,023348248;1,013938808;1,032327233
20111107;5,473746258;2,286772494;2,122190965;1,906216077
20111108;1,496287268;0,383342515;0,638583101;0,696551733
20111109;-2,101127821;-2,20257572;-2,081454394;-1,874486186
20111110;-0,710302327;1,045165618;0,952302588;0,713896497
20111111;3,009254149;0,354830497;0,374833103;0,500342185
20111114;-0,594649919;-1,471861012;-1,318109198;-0,984870262
20111115;-0,29865627;0,805517647;0,862771596;0,821397335
20111116;-1,608074853;-0,267785575;-0,223964259;-0,200163837
20111117;-2,254193809;-3,326067612;-3,152306198;-2,751535416
20111118;-3,158157205;-0,611736081;-0,64070046;-0,798913972
20111121;-4,932506656;-0,634212161;-0,663584845;-0,501396443
20111122;2,222313678;1,991636393;1,867303083;1,757977118
20111123;-7,529210491;-1,860734084;-1,82042735;-1,757977118
20111124;-6,738617375;0,707637962;0,570121643;0,350296216
20111125;-2,307794728;-1,28865356;-1,4267184;-1,562085292
20111128;3,56725722;2,414230532;2,141769968;1,590433981
20111129;-0,125234832;1,655938121;1,688268377;1,416600452
20111130;4,53231274;-0,271076338;0,072760349;0,60367028
20111201;-5,160850322;-1,394036515;-1,179765844;-0,557104505
20111202;-1,396848109;0,867862753;0,879287585;0,732875862
20111205;-6,74412808;-0,118316282;-0,136880069;-0,147997437
20111206;0,136705421;0,906542334;0,881863981;0,737806538
20111207;-1,514137668;-1,161853861;-0,917690206;-0,396269788
20111208;5,792865188;-1,304925703;-1,09381884;-0,417294021
20111209;2,584123118;0,47063253;0,613270831;0,426977844
20111212;-3,820550918;-1,259975905;-1,324152134;-0,904631431
20111213;-6,755815101;2,06687557;1,721693451;1,368355573
20111214;-8,116340711;-4,52896973;-4,626521282;-4,192702251
20111215;4,698373;-0,625453085;-0,649573276;-0,594789797
20111216;-0,697839538;-0,24160437;-0,467973946;-0,395117276
20111219;3,306086226;0,280206957;-0,097770833;-0,580301959
20111220;18,9522308;2,937892523;2,968320462;2,410970666
20111221;-6,48375195;0,914014944;0,945097291;1,238191244
20111222;-3,406655456;0,16697592;0,112813775;-0,384672763
20111223;1,717833654;0,064859859;0,131455418;-0,049424209
20111228;-5,630004469;-1,577305218;-1,36259691;-0,786399413
20111229;-6,789033554;0,417498403;0,47808856;0,668833023
20111230;0,823049914;-0,584987044;-0,600320722;-0,639231168
20120103;-10,35406789;4,328496748;4,047194737;3,050853539
20120104;-0,455581654;1,390448828;1,755373749;2,139625313
20120105;2,257432204;-0,84791181;-0,846971586;-0,789923235
20120106;-1,80185055;0,283436859;0,473405377;0,733706612
20120109;2,985296315;-0,540997284;-0,267689997;-0,140679976
20120110;4,738862224;0,735395154;0,463541568;0,168792238
20120111;-1,270306426;-0,799933161;-0,794682516;-0,742938481
20120112;2,108300156;-0,90538918;-0,963841178;-1,301619251
20120113;-2,821061549;-0,632341764;-0,48087921;-0,114821561
20120116;-3,790541259;0,893145005;0,923417751;1,094988327
20120117;0;0,170503025;0,27896531;0,585404372
20120118;1,767350862;-0,783117554;-0,766771156;-0,756004357
20120119;6,63616757;0,801048341;0,721829354;0,680660597
20120120;-0,685403643;-1,526609296;-1,512778521;-1,289606342
20120123;-2,225404773;0,6532413;0,636886877;0,646882012
20120124;5,473322196;-0,498618503;-0,290645073;0,151601318
20120125;1,059612563;-0,200145627;-0,200309636;-0,066297298
20120126;1,957009619;0,888491792;0,67217984;0,236574513
20120127;5,651221026;0,602926461;0,415575627;-0,1513432
20120130;-5,264373349;-0,639037322;-0,578663459;-0,056812803
20120131;3,415891881;0,207459597;0,172140473;0,075743234
20120201;5,092009043;0,521255786;0,451590363;0,321270238
20120202;3,256101605;0,45611133;0,404695008;0,169667304
20120203;-2,784402617;2,214959292;2,254066504;1,912282515
20120206;2,325686216;1,17132917;1,23835192;1,056946561
20120207;0,458716401;0,258442597;0,09529173;0,118781137
20120208;-4,68469733;0,714196556;0,638704053;0,637176742
20120209;-4,162167469;1,201701937;1,197311832;0,92124929
20120210;-1,005033585;-1,098865353;-1,111312514;-1,057445797
20120213;-3,337922207;0,546682834;0,523000292;0,715226443
20120214;5,708588437;-0,034080259;-0,154043676;-0,343394518
20120215;3,036055897;1,337416244;1,251133389;0,253141804
20120216;7,376615024;0,987290483;0,900944923;0,324529267
20120217;2,955880224;-0,442238611;-0,39474288;-0,153118697
20120220;-5,544657319;0,392271921;0,478530066;0,888416127
20120221;4,786667767;1,332194623;1,273266484;0,880592748
20120222;-0,326619779;1,014074768;0,798917069;-0,292670157
20120223;-3,439052165;0,584132766;0,629678656;0,760930941
20120224;6,234933203;1,485434194;1,545025678;1,087062515
20120227;0,844777991;-1,041509174;-0,984117001;-0,480707127
20120228;-5,289954248;-2,132589367;-2,138461728;-1,34952434
20120229;-5,234414392;0,909059944;0,775453482;0,195173944
20120301;3,557460617;2,845164991;2,747670524;1,241923744
20120302;2,008996139;-2,041295614;-1,904819497;-1,038284734
20120305;-2,347788106;0,121236628;0,244160616;0,617231481
20120306;-3,452586885;-1,481026338;-1,292663013;-0,537659398
20120307;0,700119546;1,739174271;1,712554781;1,552186203
20120308;-1,877989465;1,057871702;1,141844231;0,995722327
20120309;-4,235357754;0,429560759;0,267260738;0,154958709
20120312;-3,011519928;-0,50931194;-0,42958526;-0,24115075
20120313;-0,63897981;0,699637136;0,792884413;0,773066898
20120314;4,143718986;-0,87113438;-0,76851893;-0,471719216
20120315;-1,487016248;-1,602105632;-1,505510353;-1,149984572
20120316;-3,04205967;2,584580886;2,290145319;1,673029709
20120319;0,25706955;-0,079516544;-0,008057693;0
20120320;-8,154147682;-1,272882735;-1,134534049;-0,841640145
20120321;3,422647567;0,064432992;-0,097847366;-0,094913506
20120322;-7,83617525;-0,857125002;-0,942591299;-1,102393873
20120323;2,15991118;1,603127739;1,284639031;0,88634574
20120326;-0,428266179;0,414706711;0,543237238;0,681125192
20120327;3,789927259;-0,08758311;-0,218561628;-0,283956651
20120328;-1,108044578;-1,105337645;-1,009945056;-0,691745084
20120329;-4,705073079;-1,435838904;-1,534303793;-1,635867298
20120330;3,865907315;0,399560201;0,265648504;0,202652169
20120402;-11,6028957;2,053956464;2,327210894;2,176648706
20120403;2,338376227;-0,45547244;-0,194584138;-0,07754276
20120404;-4,410163477;-2,038905582;-1,958677655;-1,747642619
20120405;9,223122422;0,887013994;0,676347019;0,681820823
20120410;1,457751762;-2,30065806;-2,12081089;-1,791672304
20120411;1,863853239;0,309145085;0,395839991;0,550623061
20120412;1,969121289;1,367103607;1,393954377;1,100993198
20120413;0,970208581;-0,255427981;-0,340432927;-0,342210662
20120416;-4,803183109;-2,109378306;-1,880669987;-1,327218208
20120417;3,693601683;0,084224717;0,287745628;0,435498178
20120418;2,070467336;-0,684268773;-0,695389505;-0,480043592
20120419;1,760370442;0,025426961;-0,076618571;-0,21409464
20120420;-0,134318355;0,642002543;0,577447257;0,507728343
20120423;-3,557146578;-0,042110583;-0,076235657;-0,026658373
20120424;0,139178867;-0,464390584;-0,348033117;-0,071123758
20120425;-0,557881503;0,809175015;0,65262765;0,310793661
20120426;2,622648592;0,669346542;0,581225576;0,371681844
20120427;0,272109011;-0,07507821;-0,109248299;-0,176819072
20120430;3,208831455;-0,300877787;-0,143043484;0,114967954
20120501;-0,395517984;0,158909413;0,109404597;0,211901898
20120502;-4,733811454;-1,227628299;-1,176036229;-0,957114715
20120503;-0,834497193;-1,80984964;-1,725438746;-1,435002203
20120504;-6,640245458;-2,530013686;-2,685314037;-2,803151386
20120507;0,298062814;-0,017672528;-0,035584023;-0,083647014
20120508;1,916049774;-0,380716738;-0,374398726;-0,167504227
20120509;-0,87977107;0,416058671;0,30319267;0,037247416
20120510;-0,442805152;-0,416058671;-0,347857462;-0,158397424
20120511;1,176484158;-0,417796954;-0,555507208;-0,476703244
20120514;-2,366974409;-0,616541291;-0,74852674;-0,790146148
20120515;-1,660415505;0,598723919;0,316327256;-0,198515923
20120516;0,758153745;-1,537100788;-1,426842946;-0,693161395
20120517;-0,758153745;-2,080723197;-2,109041266;-1,700901045
20120518;-1,843370169;-0,326142953;-0,412178569;-0,651468102
20120521;4,100802373;1,546685151;1,509251678;1,163818781
20120522;4,082199452;-0,368290629;-0,351982579;-0,212355292
20120523;-2,898753687;-2,664082404;-2,556289932;-2,000749899
20120524;1,459879942;0,933484691;0,890832275;0,540727857
20120525;0,144822618;0,262442741;0,367283928;0,683997195
20120528;-1,60470256;0,261755782;0,272236732;0,282005341
20120529;-2,381064869;-0,402264446;-0,375693125;-0,291743862
20120530;-2,130978659;-3,05519837;-3,038063228;-2,524788944
20120531;-2,177379955;-1,558422501;-1,583920482;-1,236134528
20120601;1,714773116;-3,435185496;-3,448963402;-2,924334993
20120604;0;0,425791398;0,397048116;-0,01041287
20120605;0;-0,01011685;0;-0,145894148
20120606;-0,309597771;1,804741183;1,739882116;1,767579225
20120607;1,385703466;-0,707985208;-0,465070093;-0,164068946
20120608;2,267670867;-0,461384971;-0,131825806;0,020523345
20120611;0,149365226;-1,488861249;-1,317622862;-1,176605585
20120612;0,446761726;-0,881424175;-0,401793154;-0,020766276
20120613;1,034746853;-0,258144601;-0,496741164;-0,551883527
20120614;1,893720102;0,464181554;0,558660671;0,510338034
20120615;5,475051477;0,451792534;0,380992069;0,031160738
20120618;1,356872921;-1,611105797;-1,397176674;-1,096444963
20120619;2,396919011;-0,302382796;-0,052124056;0,419112097
20120620;-1,191278152;-3,258446936;-2,662879235;-1,942628658
20120621;0,795760167;-3,804328598;-3,542411697;-2,789068473
20120622;7,627584142;1,942239623;1,585063455;0,90577364
20120625;-1,355535235;0,032968845;0;0,010863071
20120626;0;2,184513321;1,678527686;1,134105151
20120627;-1,122906372;0,51469125;0,214546317;0,064419156
20120628;0,250626698;-2,315369039;-2,133616433;-1,885212929
20120629;3,565220862;6,811683113;6,802177433;6,468889811
20120702;-1,582504114;-0,471457264;-1,089985084;-1,643532783
20120703;2,304528912;3,373716586;3,384985472;3,129262768
20120704;-0,480770157;-0,907963334;-0,994433387;-0,862292941
20120705;0,720291229;0,92782628;0,784317746;0,62969942
20120706;-3,530494481;-2,524142254;-2,515345594;-2,211165939
20120709;-0,74627212;2,14606997;1,761307939;1,418317712
20120710;-0,751883241;-2,370376753;-1,987529115;-1,770868886
20120711;-0,630916919;2,149530191;1,947153623;1,760663242
20120712;-3,085077572;0,590090226;0,483433311;0,183542419
20120713;-0,130633591;1,130403708;1,019600996;0,882403413
20120716;-1,051258039;1,904447421;1,959785014;1,791391412
20120717;1,442647971;0,607611456;0,554341317;0,297118174
20120718;-7,150719045;1,109210072;0,984373901;0,797837278
20120719;-3,849370476;2,479465861;2,363099285;1,943129242
20120720;3,709412441;-0,903887252;-0,762607848;-0,540281102
20120723;-0,140154193;-3,398870651;-3,588821332;-3,384484371
20120724;0,97697916;0,154828752;0,058760162;0,159984036
20120725;-4,837358428;0,923971925;0,93549698;0,944669681
20120726;1,734147504;0,839539371;0,580272421;0,434525669
20120727;-0,863314714;1,14297754;1,141006674;1,068375759
20120730;-4,886242112;-0,253914652;-0,18130641;-0,185411129
20120731;5,030646469;-1,212595381;-1,27843333;-1,080242263
20120801;0,575541157;0,986350941;0,684504962;0,531759008
20120802;1,565868293;-0,05664118;-0,433297101;-0,749214861
20120803;0,422833611;2,830201935;2,956910771;2,934934979
20120806;1,257878221;0,558379409;0,765286049;0,870610617
20120807;1,652930195;2,211780525;1,887977983;1,456290512
20120808;-1,098912158;0,12492194;0,246025;0,178211368
20120809;-1,250884969;0,958473791;1,050163553;0,951322228
20120810;0,835659459;-0,238758569;-0,578036292;-0,549170645
20120813;3,943406925;0,573826337;0,605049934;0,614126802
20120814;2,110896321;0,377806538;0,341542665;0,324149392
20120815;-2,244318622;1,907679507;1,805055011;1,240539686
20120816;2,894939005;0,836314658;0,938479896;1,080895214
20120817;0;-1,362585498;-1,300431295;-1,035243536
20120820;-0,781253974;-0,008794688;0,008843688;0,091240882
20120821;3,468555799;0,823338276;0,880442384;0,953036485
20120822;1,379332213;0,235242975;0,271370587;0,234593629
20120823;1,605964102;0,086986783;-0,061212892;-0,460684614
20120824;0,12247399;-1,242360686;-1,125979525;-1,01006364
20120827;-0,12247399;-1,177786473;-1,156699435;-0,854195779
20120828;-2,230575751;0,284647052;0,401911853;0,652785842
20120829;-3,312404743;-0,035536603;-0,089174252;-0,165092214
20120830;-0,389358052;0,097695287;0,115911029;0,110091754
20120831;4,947108902;1,690032303;1,635106472;1,29363196
20120903;2,2032715;1,050584875;0,994425501;0,847233549
20120904;-0,607166407;-1,391568811;-1,363299975;-1,246290854
20120905;0,486027688;-0,959218865;-0,661425365;-0,519339694
20120906;0,121138719;0,353076543;0,313381642;0,246339251
20120907;1,442332696;0,667430246;0,490481208;0,427370507
20120910;-6,660908013;0,488955833;0,514641775;0,470716901
20120911;-1,1545991;0,512576597;0,379842336;0,333589094
20120912;2,54790853;0,486745855;0,518842126;0,457995502
20120913;-1,776696481;0,475758866;0,402661608;0,241621667
20120914;-4,719093146;0,670854842;0,644377012;0,49928777
20120917;-0,673403218;-2,490907696;-2,584986558;-2,457922521
20120918;0,807541401;-1,55879518;-1,580066987;-1,496882718
20120919;1,331577598;-3,487775187;-3,61163159;-3,502523338
20120920;1,574835697;1,686411518;1,323411673;1,200128701
20120921;-2,906413294;1,255378871;1,260424249;1,148464096
20120924;-2,579912267;-1,455524498;-1,186384449;-1,00654629
20120925;2,847650044;0,581133026;0,369378941;0,330360393
20120926;1,985505331;-0,371899381;-0,480459208;-0,519628927
20120927;2,969876114;1,774421697;1,735341716;1,699970499
20120928;1,264239342;0,338681251;0,417840557;0,464555328
20121001;-0,125707119;-0,178110297;-0,163294965;-0,111296617
20121002;-1,011386624;-0,554166595;-0,382061776;-0,222965533
20121003;-3,622647102;-3,094813296;-3,138420041;-3,174869831
20121004;0,656601177;3,996001639;3,738149235;3,583260969
20121005;2,200736067;-0,498665325;-0,490419655;-0,613213851
20121008;1,398624197;-0,178699118;-0,264369542;-0,261291675
20121009;-0,379507097;2,36843874;2,095641682;1,989056741
20121010;-2,178177082;-0,203009911;-0,214765183;-0,174192114
20121011;1,159059981;1,31661693;1,440793334;1,376063997
20121012;0,255754615;-0,937411043;-0,869107989;-0,681108749
20121015;-1,804172649;0,692954836;0,55072088;0,572442615
20121016;3,952075816;-0,350263055;-0,186195027;-0,145072108
20121017;3,440142672;-0,686561979;-0,560674276;-0,245287427
20121018;-2,445109586;-0,709097103;-0,761481843;-0,831168871
20121019;-1,370737973;-2,048957374;-2,181904739;-2,20706288
20121022;-0,755671102;-0,637582996;-0,663964077;-0,705719231
20121023;-0,379987791;-1,093308699;-1,182013855;-1,168270874
20121024;-2,701128849;-0,370199405;-0,45981407;-0,430849439
20121025;0,260416814;0,591663;0,450451212;0,392626791
20121026;2,567535134;0,972306321;0,941249202;0,960677004
20121029;2,379573768;-0,100461217;-0,371713094;-0,426884868
20121030;0,862605472;-0,32948959;-0,251689716;-0,237948049
20121031;1,098241667;-0,348976385;-0,317846393;-0,276730937
20121101;-2,332825249;-0,488773048;-0,056195562;0,171854157
20121102;0,74257767;-2,328840343;-2,197474292;-2,043050729
20121105;1,832671941;1,921243669;1,803218642;1,670326065
20121106;1,083695133;3,053253627;2,928846977;2,794743824
20121107;-1,447552417;-3,901545827;-3,731533188;-3,631246947
20121108;0,605695371;0,40173829;0,416312457;0,404702807
20121109;0,602048778;1,984833218;1,759521294;1,687763543
20121112;8,621073643;-0,302101205;-0,185718319;-0,056748323
20121113;-7,665271863;-0,745413657;-0,718253169;-0,559747204
20121114;-6,003026816;1,056445744;0,996701465;0,824297623
20121115;-10,50799714;-0,434200876;-0,464512169;-0,510832631
20121116;-3,278982282;0,866524596;0,797629901;0,605145568
20121119;-2,792246062;2,492764468;2,46362825;2,301736989
20121120;0,446097394;-1,688299027;-1,663145528;-1,606572141
20121121;0,4441162;0,933442819;0,894084963;0,913248356
20121122;0,294985465;-0,280023669;-0,281959348;-0,222882707
20121123;3,188675948;0,747987086;0,707935431;0,731789658
20121126;-2,454996941;-0,413855741;-0,380573131;-0,397651608
20121127;0,146092064;-0,951137203;-0,893677296;-0,800078693
20121128;-0,292397869;-0,328197943;-0,413053045;-0,430591323
20121129;-3,728992825;1,134982902;1,106802975;1,017321761
20121130;-5,948545329;0,42344313;0,372270825;0,333735361
20121203;-4,115807249;-0,279090886;-0,226829476;-0,166728457
20121204;-3,942241417;-0,978445929;-0,995033085;-0,968801243
20121205;7,248327643;-0,94215195;-0,91240668;-0,589450572
20121206;3,828218657;-1,649407297;-1,595853008;-1,35908049
20121207;5,924283356;-0,009343611;-0,084701901;-0,179946065
20121210;4,16726964;0,289246761;0,084701901;-0,481445263
20121211;-3,460552918;0,631561494;0,506710289;0,321220915
